period_end,period_key,frequency,instrument,factor_id,value,coverage,asof_date,quality_flag,source_version
2021-10-29,2021-10,monthly,corn,starch_corn_spread_ratio,0.1907118386,1,2021-10-29,ok,corn_monthly_factors_v1
2021-11-30,2021-11,monthly,corn,starch_corn_spread_ratio,0.1829867675,1,2021-11-30,ok,corn_monthly_factors_v1
2021-12-31,2021-12,monthly,corn,starch_corn_spread_ratio,0.1156437126,1,2021-12-31,ok,corn_monthly_factors_v1
2022-01-28,2022-01,monthly,corn,starch_corn_spread_ratio,0.1538183134,1,2022-01-28,ok,corn_monthly_factors_v1
2022-02-28,2022-02,monthly,corn,starch_corn_spread_ratio,0.18732493,1,2022-02-28,ok,corn_monthly_factors_v1
2022-03-31,2022-03,monthly,corn,starch_corn_spread_ratio,0.1711267606,1,2022-03-31,ok,corn_monthly_factors_v1
2022-04-29,2022-04,monthly,corn,starch_corn_spread_ratio,0.1452036794,1,2022-04-29,ok,corn_monthly_factors_v1
2022-05-31,2022-05,monthly,corn,starch_corn_spread_ratio,0.1011925043,1,2022-05-31,ok,corn_monthly_factors_v1
2022-06-30,2022-06,monthly,corn,starch_corn_spread_ratio,0.1352517986,1,2022-06-30,ok,corn_monthly_factors_v1
2022-07-29,2022-07,monthly,corn,starch_corn_spread_ratio,0.1524344569,1,2022-07-29,ok,corn_monthly_factors_v1
2022-08-31,2022-08,monthly,corn,starch_corn_spread_ratio,0.09545942081,1,2022-08-31,ok,corn_monthly_factors_v1
2022-09-30,2022-09,monthly,corn,starch_corn_spread_ratio,0.04976559683,1,2022-09-30,ok,corn_monthly_factors_v1
2022-10-31,2022-10,monthly,corn,starch_corn_spread_ratio,0.02391681109,1,2022-10-31,ok,corn_monthly_factors_v1
2022-11-30,2022-11,monthly,corn,starch_corn_spread_ratio,0.07290233838,1,2022-11-30,ok,corn_monthly_factors_v1
2022-12-30,2022-12,monthly,corn,starch_corn_spread_ratio,0.0407223796,1,2022-12-30,ok,corn_monthly_factors_v1
2023-01-31,2023-01,monthly,corn,starch_corn_spread_ratio,0.02146375792,1,2023-01-31,ok,corn_monthly_factors_v1
2023-02-28,2023-02,monthly,corn,starch_corn_spread_ratio,0.06238984843,1,2023-02-28,ok,corn_monthly_factors_v1
2023-03-31,2023-03,monthly,corn,starch_corn_spread_ratio,0.08223201175,1,2023-03-31,ok,corn_monthly_factors_v1
2023-04-28,2023-04,monthly,corn,starch_corn_spread_ratio,0.1244326778,1,2023-04-28,ok,corn_monthly_factors_v1
2023-05-31,2023-05,monthly,corn,starch_corn_spread_ratio,0.1173566274,1,2023-05-31,ok,corn_monthly_factors_v1
2023-06-30,2023-06,monthly,corn,starch_corn_spread_ratio,0.1495601173,1,2023-06-30,ok,corn_monthly_factors_v1
2023-07-31,2023-07,monthly,corn,starch_corn_spread_ratio,0.1237569061,1,2023-07-31,ok,corn_monthly_factors_v1
2023-08-31,2023-08,monthly,corn,starch_corn_spread_ratio,0.1244054153,1,2023-08-31,ok,corn_monthly_factors_v1
2023-09-28,2023-09,monthly,corn,starch_corn_spread_ratio,0.1145357686,1,2023-09-28,ok,corn_monthly_factors_v1
2023-10-31,2023-10,monthly,corn,starch_corn_spread_ratio,0.132729421,1,2023-10-31,ok,corn_monthly_factors_v1
2023-11-30,2023-11,monthly,corn,starch_corn_spread_ratio,0.1631347461,1,2023-11-30,ok,corn_monthly_factors_v1
2023-12-29,2023-12,monthly,corn,starch_corn_spread_ratio,0.1840033154,1,2023-12-29,ok,corn_monthly_factors_v1
2024-01-31,2024-01,monthly,corn,starch_corn_spread_ratio,0.2016736402,1,2024-01-31,ok,corn_monthly_factors_v1
2024-02-29,2024-02,monthly,corn,starch_corn_spread_ratio,0.1913078798,1,2024-02-29,ok,corn_monthly_factors_v1
2024-03-29,2024-03,monthly,corn,starch_corn_spread_ratio,0.182194617,1,2024-03-29,ok,corn_monthly_factors_v1
2024-04-30,2024-04,monthly,corn,starch_corn_spread_ratio,0.1628978224,1,2024-04-30,ok,corn_monthly_factors_v1
2024-05-31,2024-05,monthly,corn,starch_corn_spread_ratio,0.1631059984,1,2024-05-31,ok,corn_monthly_factors_v1
2024-06-28,2024-06,monthly,corn,starch_corn_spread_ratio,0.1777600638,1,2024-06-28,ok,corn_monthly_factors_v1
2024-07-31,2024-07,monthly,corn,starch_corn_spread_ratio,0.1922586134,1,2024-07-31,ok,corn_monthly_factors_v1
2024-08-30,2024-08,monthly,corn,starch_corn_spread_ratio,0.1689478186,1,2024-08-30,ok,corn_monthly_factors_v1
2024-09-30,2024-09,monthly,corn,starch_corn_spread_ratio,0.1725842697,1,2024-09-30,ok,corn_monthly_factors_v1
2024-10-31,2024-10,monthly,corn,starch_corn_spread_ratio,0.1877224199,1,2024-10-31,ok,corn_monthly_factors_v1
2024-11-29,2024-11,monthly,corn,starch_corn_spread_ratio,0.1775312067,1,2024-11-29,ok,corn_monthly_factors_v1
2024-12-31,2024-12,monthly,corn,starch_corn_spread_ratio,0.1121579183,1,2024-12-31,ok,corn_monthly_factors_v1
2025-01-27,2025-01,monthly,corn,starch_corn_spread_ratio,0.1077529566,1,2025-01-27,ok,corn_monthly_factors_v1
2025-02-28,2025-02,monthly,corn,starch_corn_spread_ratio,0.1623036649,1,2025-02-28,ok,corn_monthly_factors_v1
2025-03-31,2025-03,monthly,corn,starch_corn_spread_ratio,0.1679253665,1,2025-03-31,ok,corn_monthly_factors_v1
2025-04-30,2025-04,monthly,corn,starch_corn_spread_ratio,0.1560790913,1,2025-04-30,ok,corn_monthly_factors_v1
2025-05-30,2025-05,monthly,corn,starch_corn_spread_ratio,0.1464041096,1,2025-05-30,ok,corn_monthly_factors_v1
2025-06-30,2025-06,monthly,corn,starch_corn_spread_ratio,0.1492851135,1,2025-06-30,ok,corn_monthly_factors_v1
2025-07-31,2025-07,monthly,corn,starch_corn_spread_ratio,0.1625874126,1,2025-07-31,ok,corn_monthly_factors_v1
2025-08-29,2025-08,monthly,corn,starch_corn_spread_ratio,0.1414879051,1,2025-08-29,ok,corn_monthly_factors_v1
2025-09-30,2025-09,monthly,corn,starch_corn_spread_ratio,0.1516565562,1,2025-09-30,ok,corn_monthly_factors_v1
2025-10-31,2025-10,monthly,corn,starch_corn_spread_ratio,0.1455399061,1,2025-10-31,ok,corn_monthly_factors_v1
2025-11-28,2025-11,monthly,corn,starch_corn_spread_ratio,0.1434937611,1,2025-11-28,ok,corn_monthly_factors_v1
2025-12-31,2025-12,monthly,corn,starch_corn_spread_ratio,0.1298292902,1,2025-12-31,ok,corn_monthly_factors_v1
2026-01-30,2026-01,monthly,corn,starch_corn_spread_ratio,0.1100836636,1,2026-01-30,ok,corn_monthly_factors_v1
2026-02-27,2026-02,monthly,corn,starch_corn_spread_ratio,0.1300847458,1,2026-02-27,ok,corn_monthly_factors_v1
2026-03-31,2026-03,monthly,corn,starch_corn_spread_ratio,0.1675882603,1,2026-03-31,ok,corn_monthly_factors_v1
2026-04-30,2026-04,monthly,corn,starch_corn_spread_ratio,0.1450350227,1,2026-04-30,ok,corn_monthly_factors_v1
2026-05-29,2026-05,monthly,corn,starch_corn_spread_ratio,0.1571920758,1,2026-05-29,ok,corn_monthly_factors_v1
2026-06-26,2026-06,monthly,corn,starch_corn_spread_ratio,,0,2026-06-26,partial_period,corn_monthly_factors_v1
