month,first_trade_date,last_trade_date,n_obs,dce_corn_open_first,dce_corn_high_max,dce_corn_low_min,dce_corn_close_last,dce_corn_close_mean,dce_corn_close_std,dce_corn_settle_last,dce_corn_volume_sum,dce_corn_open_interest_last,dce_corn_ret_1m,dce_corn_month_range_pct,dce_corn_starch_open_first,dce_corn_starch_high_max,dce_corn_starch_low_min,dce_corn_starch_close_last,dce_corn_starch_close_mean,dce_corn_starch_close_std,dce_corn_starch_settle_last,dce_corn_starch_volume_sum,dce_corn_starch_open_interest_last,dce_corn_starch_ret_1m,dce_corn_starch_month_range_pct,cbot_corn_open_first,cbot_corn_high_max,cbot_corn_low_min,cbot_corn_close_last,cbot_corn_close_mean,cbot_corn_close_std,cbot_corn_ret_1m,cbot_corn_month_range_pct,cbot_wheat_open_first,cbot_wheat_high_max,cbot_wheat_low_min,cbot_wheat_close_last,cbot_wheat_close_mean,cbot_wheat_close_std,cbot_wheat_ret_1m,cbot_wheat_month_range_pct,dce_corn_close,dce_corn_ret_1m_compound,dce_corn_starch_ret_1m_compound,cs_c_spread_close_mean,cs_c_spread_close_last,domestic_corn_spot_price_cny_t_mean,domestic_corn_spot_price_cny_t_last,corn_basis_cny_t_mean,corn_basis_cny_t_last,corn_basis_rate_mean,corn_basis_rate_last,corn_100ppi_main_futures_price_cny_t_mean,corn_100ppi_main_futures_price_cny_t_last,cbot_corn_ret_1m_compound,cbot_wheat_ret_1m_compound,cbot_wheat_corn_ratio_mean,cbot_wheat_corn_ratio_last,hlj_precip_mm_sum,hlj_precip_mm_mean,jilin_precip_mm_sum,jilin_precip_mm_mean,inner_mongolia_precip_mm_sum,inner_mongolia_precip_mm_mean,ne_avg_precip_mm_sum,ne_avg_precip_mm_mean,hlj_t2m_c_mean,hlj_t2m_c_last,jilin_t2m_c_mean,jilin_t2m_c_last,inner_mongolia_t2m_c_mean,inner_mongolia_t2m_c_last,ne_avg_t2m_c_mean,ne_avg_t2m_c_last,is_harvest_season_ne_cn_flag,is_harvest_season_ne_cn_share,corn_100ppi_nearby_futures_price_cny_t_mean,corn_100ppi_nearby_futures_price_cny_t_last,corn_100ppi_nearby_basis_cny_t_mean,corn_100ppi_nearby_basis_cny_t_last,corn_100ppi_nearby_basis_rate_mean,corn_100ppi_nearby_basis_rate_last,dce_corn_close_ret_1m,dce_corn_close_ma3,dce_corn_close_ret_3m,dce_corn_close_vol_3m,dce_corn_close_ma6,dce_corn_close_ret_6m,dce_corn_close_vol_6m,dce_corn_close_ma12,dce_corn_close_ret_12m,dce_corn_close_vol_12m,dce_corn_close_next_month,dce_corn_close_next_month_ret,spike,pca_001,pca_002,pca_003,pca_004,pca_005,pca_006,pca_007,pca_008,pca_009,pca_010,pca_011,pca_012,pca_013,pca_014,pca_015,pca_016,pca_017,pca_018,pca_019,pca_020,pca_021,pca_022,pca_023,pca_024,pca_025,pca_026,pca_027,pca_028,pca_029,pca_030,pca_031,pca_032,dce_corn_close_next_month_direction
18-Dec,2018/12/3,2018/12/28,20,1904,1942,1831,1869,1867.2,17.018874970548357,1864.0,10055954,1160300,-0.043010753,0.0593900481540931,2368,2382,2295,2331,2332.55,15.198597580732631,2326.0,2996036,176402,-0.038366337,0.0373230373230373,376.75,387.75,372.5,375.0,381.20085,4.146258494429861,-0.00464499,0.0406666666666666,515.5,538.5,507.25,511.253,521.68885,7.978772041617998,-0.008228984,0.0611243357007196,1869,-0.043010754,-0.038366337,465.35,462,1860.071,1850.0,-7.129,-19.0,-0.00383985,-0.01027,1867.2,1869,-0.004644991,-0.008228984,1.3685355974565483,1.3633413333333333,3.0899999999999994,0.1544999999999999,2.54,0.127,0.51,0.0255,2.046666666666666,0.1023333333333333,-15.179,-20.6,-12.755,-20.53,-11.503,-17.6,-13.14566667,-19.57666667,0,0,1863.3,1840,-3.229,10.0,-0.00172495,0.005405,-0.043010753,1904.3333333333333,0.0119112073632918,0.0414172184700304,1886.3333333333333,0.0458869613878007,0.0350305479379617,1831.25,0.0291850220264318,0.0304765930871909,1863.0,-0.0032102728731941976,0.0,0.12638791,-0.3095633,-0.22638926,-0.12804344,-0.06262775,0.102402814,0.0160237,0.085940115,0.10276769,0.015820503,0.005096542,0.004692888,-0.07141197,-0.034232985,-0.09815269,0.025884518,-0.13548133,0.0983876,0.07459411,-0.065605514,-0.17113486,0.03562279,0.031411458,-0.029904172,-0.043714423,0.119587705,0.20583594,-0.09211127,0.06631943,-0.011769847,0.012725267,0.082338385,0.0
19-Jan,2019/1/2,2019/1/31,22,1865,1872,1802,1863,1842.3636363636365,18.23274253733925,1861.0,7985116,1034298,-0.003210273,0.0375738056897477,2330,2350,2252,2332,2298.090909090909,26.00898945494679,2329.0,2850374,183830,0.0004290004290004,0.0420240137221269,374.25,384.5,371.0,376.001,378.9667727272727,2.7915070333631737,0.0026693333333331,0.0359041598293621,503.0,529.0,501.25,516.501,516.9895454545455,4.063066221080234,0.010264976440236,0.0537269046913752,1863,-0.003210273,0.0004290000675459,455.7272727272728,469,1815.259090909091,1797.14,-27.10454545,-65.86,-0.015019773,-0.036647,1842.3636363636365,1863,0.0046760012812354,0.0268389129962456,1.364245597128473,1.3736692189648432,1.37,0.0622727272727272,0.49,0.0222727272727272,0.08,0.0036363636363636,0.6466666666666663,0.0293939393939393,-14.17545455,-15.88,-12.02363636,-14.33,-10.70954545,-12.6,-12.30287879,-14.27,0,0,1829.3636363636365,1830,-14.10454545,-32.86,-0.007861864,-0.018285,-0.003210273,1895.0,-0.01480698,0.0379147190031755,1887.8333333333333,0.0048543689320388,0.0319908611890734,1837.5,0.0419463087248321,0.030012318517416,1821.0,-0.02254428341384862,0.0,0.15789305,-0.21245727,-0.076241374,0.40745074,0.119043976,0.06437379,-0.058805488,0.011760864,-0.027151577,-0.002701816,0.008219249,-0.045380883,-0.025535243,-0.001107076,0.032664638,0.032534365,0.112236805,0.026943449,0.08151852,-0.089030534,-0.07411828,0.058931656,-0.03754856,-0.010576875,0.001389346,0.09235446,0.05044559,-0.024073776,0.027502708,-0.055492975,-0.07172859,0.08450568,0.0
19-Feb,2019/2/1,2019/2/28,15,1866,1875,1780,1821,1824.8,27.511556013532143,1807.0,5411048,1159600,-0.022544283,0.0521691378363536,2329,2349,2223,2268,2276.6666666666665,38.17378806508607,2253.0,2108924,239966,-0.027444254,0.0555555555555555,376.0,380.75,361.25,361.501,372.3838,5.28679950712823,-0.038563727,0.0539417594972074,516.5,526.5,452.25,452.751,491.8347333333333,24.47462804172824,-0.123426673,0.1639974290504052,1821,-0.022544283,-0.027444254,451.8666666666667,447,1791.046,1780.0,-33.754,-41.0,-0.018819,-0.023034,1824.8,1821,-0.028287827,-0.112418742,1.3202475092621475,1.2524197720061632,0.04,0.0026666666666666,3.17,0.2113333333333333,1.6900000000000002,0.1126666666666666,1.6333333333333333,0.1088888888888888,-8.036666667,-1.77,-6.568666667,-0.59,-5.962,-0.13,-6.855777778,-0.83,0,0,1787.0,1728,4.046,52.0,0.002312,0.029213,-0.022544283,1851.0,-0.067588326,0.019902924917565,1874.0,-0.043592437,0.0303706501292879,1836.75,-0.004918033,0.0302145805857059,1844.0,0.012630422844590816,0.0,0.17949688,0.05828265,-0.2893586,-0.14633612,-0.25962397,0.36263037,-0.14127587,-0.04787315,-0.031264402,0.27989563,0.11555246,0.042877052,-0.026056008,0.03970789,0.14431079,0.109241426,0.09325149,-0.051192,-0.060374383,-0.043469746,-0.032813147,-0.114754185,-0.032070298,0.079030484,0.019596169,0.028383002,-0.05988933,0.025484327,-0.012615805,0.009883839,-0.058300957,0.016803546,1.0
19-Mar,2019/3/1,2019/3/29,21,1825,1859,1806,1844,1832.7619047619048,12.401228817761412,1839.0,8027610,1142300,0.0126304228445908,0.0287418655097613,2270,2328,2260,2275,2291.0,18.65475810617751,2272.0,2828036,176488,0.0030864197530864,0.0298901098901098,370.75,380.75,356.0,356.754,370.8701428571428,5.732379429920104,-0.013131361,0.0693755360836879,458.75,478.0,427.0,459.25,456.2983333333333,11.159032199672724,0.0143544685710248,0.1110506260206859,1844,0.0126304225909257,0.0030864194586874,458.2380952380952,431,1770.407619047619,1764.29,-63.44952381,-79.71,-0.03585281,-0.04518,1833.857142857143,1844,-0.013131359,0.0143544694930108,1.2303181038928015,1.28730161399732,10.21,0.4861904761904762,14.9,0.7095238095238096,15.1,0.719047619047619,13.403333333333334,0.6382539682539683,-0.191904762,0.75,0.699047619047619,1.59,1.2852380952380953,3.23,0.5974603174761904,1.856666666666667,0,0,1795.2380952380952,1819,-24.83047619,-54.71,-0.014059095,-0.03101,0.0126304228445908,1842.6666666666667,-0.013376137,0.0176162404463281,1873.5,-0.001624256,0.028880625930607,1845.0833333333333,0.0573394495412844,0.0264501237278257,1916.0,0.0390455531453362,1.0,-0.18590437,0.08727761,-0.09802195,0.41634652,0.012113264,0.067879714,-0.09475741,-0.07286524,0.07265215,0.016765587,-0.033304587,-0.107536785,0.03453087,0.08805341,-0.018386934,-0.06088589,0.11024564,0.002124474,-0.005701986,-0.023569798,0.022279741,0.033617627,0.000872697,0.03186496,0.004887765,0.021379564,-0.026293961,0.03328986,0.016251985,0.008767585,-0.050478715,0.0156591,1.0
19-Apr,2019/4/1,2019/4/30,20,1845,1925,1831,1916,1892.45,23.48678239709365,1913.0,12675676,1245546,0.0390455531453362,0.0490605427974947,2272,2388,2271,2377,2330.7,42.0965056682107,2372.0,2053646,162508,0.0448351648351648,0.0492217080353386,357.0,366.25,342.25,353.751,357.60094999999995,5.4565759889957,-0.008417565,0.0678443311821026,459.5,477.5,416.25,418.501,450.0137,15.6801723577396,-0.08872945,0.1463556837379122,1916,0.0390455538801071,0.044835163661431,438.25,461,1773.8580000000002,1790.0,-118.592,-126.0,-0.066832,-0.070391,1892.45,1916,0.0110811266189563,-0.062358049,1.2581649724620707,1.1830383518350478,11.82,0.591,1.41,0.0705,1.92,0.096,5.05,0.2525,7.1235,12.36,7.596500000000001,11.28,8.7765,12.15,7.832166666666668,11.93,0,0,1851.75,1859,-77.892,-69.0,-0.04389985,-0.038547,0.0390455531453362,1860.3333333333333,0.028448738593666,0.0308985626325884,1877.6666666666667,0.0132205182443152,0.0318950441332964,1860.5,0.1068746389370305,0.0278330602628558,1971.0,0.028705636743215024,1.0,0.20663255,0.07790306,-0.2119191,0.50619644,0.091425106,0.081694454,0.06831108,-0.17435133,0.012501087,-0.018579463,-0.10823324,0.05841661,-0.091317944,0.03676278,0.038523063,0.022776578,0.039018787,0.060588904,0.031920183,-0.111396074,-0.042777833,0.052070186,-0.048018742,0.0654854,0.04585066,0.022319285,-0.07640583,-0.027292507,-0.006725416,0.01833804,0.006331865,0.009037264,1.0
19-May,2019/5/6,2019/5/31,20,1932,2021,1913,1971,1968.65,30.78324048466697,1978.0,15444519,1045862,0.028705636743215,0.0547945205479452,2385,2477,2370,2421,2422.1,29.60956459979573,2426.0,2435471,155672,0.0185107278081615,0.0441966129698471,359.0,438.0,343.0,427.495,386.5505,25.62761775589188,0.2084630149455408,0.2222248213429397,431.25,521.75,418.5,504.745,466.2380999999999,27.14495227070677,0.2060783606251837,0.2045587375803623,1971,0.0287056367090627,0.0185107268982527,453.45,450,1826.93,1865.71,-141.72,-105.29,-0.0775838,-0.056434,1968.65,1971,0.1546242229597942,0.1537134055618412,1.2068116248097698,1.1807038678814956,35.83,1.7915,40.19,2.0095,11.98,0.599,29.33333333333333,1.4666666666666666,15.085,14.79,16.1845,15.63,17.9595,17.5,16.409666666666666,15.973333333333334,0,0,1925.7,1932,-98.77,-66.29,-0.05397685,-0.035531,0.028705636743215,1910.3333333333333,0.0823723228995056,0.0133109321104542,1880.6666666666667,0.0092165898617511,0.0311579269005278,1876.6666666666667,0.1091727630838492,0.0279629209691609,1948.0,-0.011669203450025423,0.0,-0.13485985,-0.06287265,-0.04135797,0.28366318,0.28915566,0.03754277,0.007490797,0.04236208,0.049596414,0.071796864,0.05714559,-0.04866668,0.038436938,-0.034742318,0.006828036,0.051995467,-0.029251412,-0.007945046,0.003053296,-0.012577238,-0.024535816,-0.023526885,-0.023423256,0.002002733,-0.03191841,0.030355414,-0.07227612,0.02672058,-0.048286214,-0.047797374,-0.014716414,-0.022822874,0.0
19-Jun,2019/6/3,2019/6/28,19,1968,1984,1934,1948,1953.4736842105265,10.096030138693308,1948.0,11954874,1043312,-0.011669203,0.0256673511293634,2421,2430,2370,2385,2396.0,14.433756729740647,2384.0,2207138,144052,-0.014869888,0.0251572327044025,426.25,464.25,407.0,422.748,436.43463157894735,13.319682246003593,-0.011104223,0.1354234674084797,505.75,558.0,487.75,528.0,525.8556315789474,14.190745232214296,0.046072769418221,0.1330492424242424,1948,-0.011669204,-0.014869889,442.5263157894737,437,1869.848421052632,1867.14,-83.62526316,-80.86,-0.044721737,-0.043307,1953.4736842105265,1948,-0.002809112,0.0543462068534013,1.2051895915605826,1.248971018195237,57.0,3.0,110.37,5.808947368421053,53.45,2.8131578947368423,73.60666666666667,3.874035087719298,20.52,18.92,20.10894736842105,20.69,22.260526315789477,21.75,20.96315789473684,20.453333333333333,0,0,1908.6315789473683,1901,-38.78315789,-33.86,-0.020738737,-0.018135,-0.011669203,1945.0,0.0563991323210413,0.026798719273998,1893.8333333333333,0.0422685928303905,0.023896670908485,1890.0833333333333,0.0900951315053162,0.0285930289156556,1930.0,-0.00924024640657084,0.0,-0.40696946,0.11949369,-0.02126714,0.02242369,-0.048084512,0.06783702,-0.13298674,0.020268911,-0.002838553,-0.14864056,0.18163718,-0.0571599,-0.09520747,0.09428011,-0.06463152,0.036595736,-0.020004798,0.05680619,0.041429855,-0.061662797,-0.047993567,0.010450311,0.011507647,-0.012889846,0.071424924,0.002963312,-0.07610319,-0.008067718,0.020315582,0.05077013,-0.054623317,-0.003116435,0.0
19-Jul,2019/7/1,2019/7/31,23,1948,1949,1909,1930,1926.217391304348,7.686804051212615,1926.0,8372124,706914,-0.009240246,0.0207253886010362,2385,2390,2314,2367,2351.521739130435,15.023828241156211,2360.0,2362814,142086,-0.00754717,0.0321081537811575,429.25,464.75,409.5,409.75,433.3070454545454,11.899231533719888,-0.030746449,0.1348383160463697,529.5,531.5,483.25,486.5,503.4318181818182,10.093663092853609,-0.078598485,0.0991778006166495,1930,-0.009240246,-0.00754717,425.3043478260869,437,1872.6721739130437,1881.43,-55.71913043,-98.57,-0.029751043,-0.052391,1928.391304347826,1980,-0.030746451,-0.078598484,1.162255984813045,1.1873093349603416,155.7,6.769565217391304,123.31,5.361304347826087,50.98,2.216521739130435,109.99666666666668,4.782463768115942,23.433478260869567,24.61,24.29391304347826,25.7,26.38782608695652,28.14,24.70507246376812,26.15,0,0,1914.8695652173917,1930,-42.1973913,-48.57,-0.022529652,-0.025815,-0.009240246,1949.6666666666667,0.0073068893528183,0.0226418403292291,1905.0,0.0359634997316156,0.0245381968082936,1896.4166666666667,0.040992448759439,0.0273034313728609,1871.0,-0.030569948186528473,1.0,0.14111063,-0.07584408,-0.057069506,0.2908207,0.08050187,-0.004397461,-0.17150551,0.14924195,0.024713816,-0.067564115,0.03914184,0.093148984,0.016931867,0.069227345,0.003322227,0.005692681,0.021931577,0.039049666,0.062502995,-0.051612727,-0.06994924,0.019306421,0.00480367,-0.047136296,0.028865451,0.075482994,0.08093291,0.001272339,-0.04015544,0.014385089,-0.028612783,0.04035286,0.0
19-Aug,2019/8/1,2019/8/30,22,1930,1979,1864,1871,1914.3181818181815,24.261249454803973,1875.0,12772302,1165456,-0.030569948,0.0614644575093532,2366,2376,2263,2278,2317.5,25.44789260617155,2276.0,2256322,204054,-0.037600338,0.049604916593503,411.0,424.5,364.25,369.0,385.4090909090909,20.150408458365327,-0.099450885,0.1632791327913279,484.75,505.25,459.25,461.25,478.25,10.34897050320423,-0.051901336,0.0997289972899729,1871,-0.030569948,-0.037600339,403.1818181818182,407,1882.9236363636364,1875.71,-38.71272727,4.71,-0.020554727,0.002511,1921.636363636364,1871,-0.099450885,-0.051901337,1.2429213356265183,1.25,130.77,5.944090909090909,168.42000000000002,7.655454545454546,129.95000000000002,5.906818181818182,143.04666666666665,6.502121212121211,21.044090909090908,18.11,21.813636363636363,17.28,22.577272727272728,18.92,21.811666666666667,18.10333333333333,0,0,1871.0,1824,11.923636363636364,51.71,0.0063396363636363,0.027568,-0.030569948,1916.3333333333333,-0.050735667,0.0116768586096269,1913.3333333333333,0.0274574409665018,0.0265516386503726,1893.6666666666667,-0.017331933,0.02789078707253,1823.0,-0.0256547300908605,0.0,-0.17652667,0.20573474,0.000456513,0.013328684,-0.094691835,-0.07944182,-0.09056923,0.10464339,0.16445692,0.13725086,-0.047512233,-0.012790601,-0.002944748,-0.000464241,-0.1906086,0.01511291,0.016822305,0.013381973,-0.061316885,0.05722085,-0.024483766,0.012325636,0.027152048,-0.012068921,0.09660852,0.003833843,-0.13113146,0.010583174,-0.14688984,0.026629608,-0.11163109,0.043849535,0.0
19-Sep,2019/9/2,2019/9/30,20,1873,1889,1810,1823,1863.8,17.760393547085812,1819.0,11787330,1176446,-0.02565473,0.0433351618211738,2276,2295,2173,2198,2254.75,28.86607004772217,2184.0,2246572,246048,-0.035118525,0.0555050045495905,384.0,388.25,352.25,386.75,368.4375,8.928765975324119,0.0481029810298103,0.0930833872010342,474.0,501.0,450.5,495.5,478.45,11.07231017591086,0.0742547425474253,0.1019172552976791,1823,-0.02565473,-0.035118526,390.95,375,1863.5735,1851.43,-0.2265,28.43,-0.00010845,0.015356,1863.8,1823,0.0424260527152151,0.0770377879501347,1.2989003233896104,1.2811893988364575,7.91,0.3955,7.03,0.3515,3.35,0.1675,6.096666666666667,0.3048333333333333,15.172,15.74,16.5535,18.01,17.974,19.59,16.566499999999998,17.78,1,1,1822.75,1792,40.8235,59.43,0.0218981499999999,0.0321,-0.02565473,1874.6666666666667,-0.064168378,0.0111695331264091,1909.8333333333333,-0.011388286,0.0288032460573917,1891.6666666666667,-0.012994044,0.0275131125274773,1873.0,0.027427317608337942,1.0,0.20830831,0.16465358,-0.086914934,0.4573545,0.03471837,-0.10712298,-0.09436922,0.047157623,0.031845298,0.13470404,0.06768217,0.007420316,-0.08015982,0.026770854,0.018063426,0.022729285,0.1194004,-0.022882447,0.08002567,-0.006934995,-0.03277231,0.08805842,0.009968225,0.032196708,0.056007057,-0.019019734,-0.003968791,0.04045834,0.011196306,-0.043571647,0.034249585,-1.9e-05,1.0
19-Oct,2019/10/8,2019/10/31,18,1823,1894,1810,1873,1845.2777777777776,14.228412153796436,1881.0,12610330,1367220,0.0274273176083379,0.0448478376935397,2188,2243,2176,2224,2204.777777777778,11.992917299784752,2231.0,2553968,229070,0.0118289353958143,0.0301258992805755,386.5,402.5,378.25,389.5,389.9861111111111,4.631630558883868,0.0071105365223012,0.0622593068035943,487.25,535.0,486.75,508.5,512.5972222222222,9.532120192248804,0.0262361251261351,0.0948869223205506,1873,0.0274273182459825,0.0118289354147911,359.5,351,1844.2866666666664,1844.29,-0.991111111,-28.71,-0.000541278,-0.015567,1845.2777777777776,1873,0.0071105358153533,0.0388151181899014,1.314554878320114,1.305519897304236,19.36,1.0755555555555556,25.43,1.4127777777777777,22.94,1.2744444444444445,22.576666666666668,1.2542592592592594,5.286111111111111,3.93,6.813888888888889,5.62,7.147777777777778,6.39,6.415925925925926,5.3133333333333335,1,1,1805.8333333333333,1829,38.45333333333333,15.29,0.0208457777777777,0.00829,0.0274273176083379,1855.6666666666667,-0.029533679,0.0321598766491942,1902.6666666666667,-0.022442589,0.0257565622173828,1890.1666666666667,-0.009518773,0.0278236405838187,1830.0,-0.02295782167645488,0.0,-0.2872108,-0.20579304,-0.029886454,0.025580442,-0.117591046,-0.1345496,0.02587473,0.11842428,-0.014710262,0.06939243,0.127809,-0.074226156,-0.10496962,0.006869733,0.06677316,0.011737101,0.042121783,-0.010346377,-0.047071263,-0.015109178,-0.03030584,0.054846816,0.003163665,0.06833987,0.044422034,0.0950068,-0.024807874,-0.05297635,0.029589444,-0.0633009,-0.067780524,0.018852223,0.0
19-Nov,2019/11/1,2019/11/29,21,1873,1895,1814,1830,1849.7142857142856,15.678465668370976,1820.0,15605902,816132,-0.022957822,0.0442622950819672,2222,2247,2178,2200,2207.2380952380954,15.565682644538189,2190.0,3026086,194136,-0.010791367,0.0313636363636363,389.0,391.75,365.75,380.75,376.45,5.4171997038672055,-0.022464698,0.0682862770847012,508.0,546.0,501.5,542.0,516.3125,9.710573117131544,0.0658800393313667,0.0821033210332103,1830,-0.022957821,-0.010791368,357.5238095238095,370,1853.265238095238,1855.71,-10.7347619,-45.29,-0.005797762,-0.024406,1864.0,1901,-0.022464699,0.0658800393024821,1.3717034615605042,1.4235062376887722,7.52,0.3580952380952381,16.96,0.8076190476190477,5.02,0.239047619047619,9.833333333333332,0.4682539682539682,-7.474761905,-13.3,-5.787142857,-11.14,-3.849047619,-9.79,-5.703650794,-11.41,1,1,1834.7619047619048,1830,18.50333333333333,25.71,0.0099845714285714,0.013855,-0.022957822,1842.0,-0.021913415,0.0298988276349972,1879.1666666666667,-0.071537291,0.0210405983887321,1879.9166666666667,-0.062980031,0.0263879373733144,1910.0,0.04371584699453557,1.0,0.29138085,0.025592187,-0.16527098,0.50897944,-0.10446842,-0.055504173,0.090504296,0.0111014,0.05553763,-0.10947965,0.13772461,0.04841397,-0.082872935,-0.09703903,0.074540116,-0.058082514,0.04265386,-0.006581096,0.0152187,-0.03453388,0.042823583,0.015713546,0.021540947,0.006800043,0.02982065,-0.049402803,-0.06671254,0.007274868,-0.030565405,0.024565946,-0.02096783,-0.036790222,1.0
19-Dec,2019/12/2,2019/12/31,22,1829,1922,1817,1910,1895.909090909091,18.79186523829392,1911.0,12009682,1441476,0.0437158469945355,0.0549738219895288,2200,2282,2163,2275,2222.409090909091,34.52350350663019,2273.0,2286142,170812,0.0340909090909091,0.0523076923076923,381.0,392.0,371.0,387.25,383.0238095238095,5.840539766314827,0.0170715692711753,0.0542285345384118,541.75,564.5,516.25,559.25,538.3809523809524,13.130979363612502,0.0318265682656826,0.0862762628520339,1910,0.0437158459913622,0.0340909084297695,326.5,365,1841.0377272727276,1835.71,-58.00772727,-74.29,-0.031518955,-0.040469,1899.0454545454545,1910,0.0170715700949593,0.0318265697913753,1.4054607889397914,1.4441575209812785,9.86,0.4481818181818182,15.05,0.6840909090909091,8.73,0.3968181818181818,11.213333333333331,0.5096969696969696,-16.90772727,-25.6,-14.42818182,-23.34,-13.23045455,-18.07,-14.85545455,-22.33666667,0,0,1830.636363636364,1816,10.401363636363635,19.71,0.0056418181818181,0.010737,0.0437158469945355,1871.0,0.0477235326385079,0.0347595467566394,1872.8333333333333,-0.019507187,0.0310441610504445,1883.3333333333333,0.0219368646334938,0.0269280744419218,1912.0,0.0010471204188482464,0.0,0.30296758,0.053055327,-0.18445951,0.5143335,-0.060309768,0.023402316,0.087157145,-0.023803057,0.016810877,-0.05525671,0.06565644,-0.014405386,-0.06415375,-0.007145637,0.08657737,-0.028155668,-0.040735338,0.023238968,0.038568452,-0.029505782,0.020322891,0.01690472,-0.05663781,0.023568131,0.012789526,-0.01555282,-0.048935868,0.003374055,-0.019926408,-0.016348768,-0.053295005,0.000976322,1.0
20-Jan,2020/1/2,2020/1/23,16,1911,1950,1906,1912,1924.1875,11.674580649142545,1916.0,4298208,652293,0.0010471204188482,0.0230125523012552,2280,2309,2257,2258,2282.9375,13.810473079031864,2264.0,985945,64019,-0.007472527,0.0230292294065544,389.75,394.0,375.25,393.5,386.32142857142856,4.039978783536938,0.0161394448030987,0.0476493011435832,559.5,592.5,545.25,579.25,564.8833333333333,10.28038469726738,0.035762181493071,0.0815709969788519,1912,0.0010471208155087,-0.007472528,358.75,346,1831.25125,1830.0,-92.93625,-82.0,-0.050752813,-0.044809,1924.1875,1912,0.0161394454170533,0.0357621810313251,1.4632337043335142,1.472045743329098,3.28,0.205,2.78,0.17375,2.3600000000000003,0.1475,2.806666666666666,0.1754166666666666,-17.425,-15.79,-15.183125,-15.26,-12.951875,-12.14,-15.18666667,-14.39666667,0,0,1842.375,1870,-11.12375,-40.0,-0.006084,-0.021858,0.0010471204188482,1884.0,0.0208222103577149,0.0337694032289552,1869.8333333333333,-0.009326425,0.0309064053668174,1887.4166666666667,0.0263016639828232,0.0268791789435509,1922.0,0.0052301255230124966,0.0,0.30880222,0.07873479,-0.20194618,0.46550936,-0.07419538,0.07766792,0.040263593,-0.04249771,0.063467346,-0.12150958,-0.0545628,-0.013510262,-0.04786438,-0.05274274,-0.05355111,-0.018318204,-0.073550254,-0.05998064,0.021739151,0.077014424,0.075437285,-0.0759638,0.000938119,-0.009384662,-0.095525615,-0.038656265,-0.011548134,-0.000865559,0.034233946,-0.016573573,-0.09932597,0.020557202,1.0
20-Feb,2020/2/3,2020/2/28,20,1920,1948,1900,1922,1921.55,10.15394660114714,1985.6666666666667,5733421,574401,0.0052301255230124,0.0249739854318418,2254,2281,2226,2229,2250.85,14.957043755192553,2336.5,1072164,108077,-0.012843224,0.0246747420367877,379.25,385.0,365.75,368.25,378.3157894736842,4.292954584470632,-0.064167726,0.0522742701968771,550.5,570.75,512.5,525.0,548.3157894736842,12.171472254501724,-0.093655589,0.1109523809523809,1922,0.0052301261682887,-0.012843225,329.3,307,1858.716,1851.43,-62.834,-70.57,-0.03382245,-0.038116,1921.55,1922,-0.035363457,-0.051061907,1.4492443168978124,1.4256619144602851,5.29,0.2645,5.3,0.265,1.85,0.0925,4.146666666666666,0.2073333333333333,-13.5515,-5.83,-9.863,-4.62,-7.599,-1.43,-10.33783333,-3.96,0,0,1888.9,1883,-30.184,-31.57,-0.0162634,-0.017052,0.0052301255230124,1914.6666666666667,0.0502732240437158,0.0235204468370106,1878.3333333333333,0.0272581507215392,0.0273448166986085,1895.8333333333333,0.0554640307523339,0.025696910529588,2048.0,0.0655567117585849,1.0,0.21259552,0.052657217,-0.15314326,0.3252589,0.074140124,0.07893857,-0.14094065,-0.048538823,-0.11083815,0.028529968,-0.004334197,0.024437346,0.14562513,-0.039093167,-0.00297575,-0.008397621,-0.11947577,-0.07722624,-0.04499983,0.10675612,-0.04764301,-0.050164513,0.034449477,-0.05453847,-0.053292584,0.05613689,0.043675315,0.026118893,-0.029895507,-0.028688168,-0.028444244,-0.045655895,1.0
