date,dce_soybean_open,dce_soybean_high,dce_soybean_low,dce_soybean_close,dce_soybean_volume,dce_soybean2_open,dce_soybean2_high,dce_soybean2_low,dce_soybean2_close,dce_soybean2_volume,dce_soybean_meal_open,dce_soybean_meal_high,dce_soybean_meal_low,dce_soybean_meal_close,dce_soybean_meal_volume,dce_soybean_oil_open,dce_soybean_oil_high,dce_soybean_oil_low,dce_soybean_oil_close,dce_soybean_oil_volume,dce_palm_oil_open,dce_palm_oil_high,dce_palm_oil_low,dce_palm_oil_close,dce_palm_oil_volume,cbot_soybean_open,cbot_soybean_high,cbot_soybean_low,cbot_soybean_close,cbot_soybean_volume,cbot_soybean_meal_open,cbot_soybean_meal_high,cbot_soybean_meal_low,cbot_soybean_meal_close,cbot_soybean_meal_volume,cbot_soybean_oil_open,cbot_soybean_oil_high,cbot_soybean_oil_low,cbot_soybean_oil_close,cbot_soybean_oil_volume,cbot_corn_open,cbot_corn_high,cbot_corn_low,cbot_corn_close,cbot_corn_volume,cbot_wheat_open,cbot_wheat_high,cbot_wheat_low,cbot_wheat_close,cbot_wheat_volume,usd_cny,hlj_precip_mm,hlj_t2m_c,jilin_precip_mm,jilin_t2m_c,inner_mongolia_precip_mm,inner_mongolia_t2m_c,iowa_precip_mm,iowa_t2m_c,illinois_precip_mm,illinois_t2m_c,mato_grosso_precip_mm,mato_grosso_t2m_c,month,global_soybean_price_usd_t,global_soybean_meal_price_usd_t,global_soybean_oil_price_usd_t,global_palm_oil_price_usd_t,global_corn_price_usd_t,global_wheat_price_usd_t,global_soybean_price_cny_t,global_soybean_meal_price_cny_t,global_soybean_oil_price_cny_t,global_palm_oil_price_cny_t,global_corn_price_cny_t,global_wheat_price_cny_t,dce_soybean_ret_1d,dce_soybean2_ret_1d,dce_soybean_meal_ret_1d,dce_soybean_oil_ret_1d,dce_palm_oil_ret_1d,cbot_soybean_ret_1d,cbot_soybean_meal_ret_1d,cbot_soybean_oil_ret_1d,cbot_corn_ret_1d,cbot_wheat_ret_1d,soybean_meal_soybean_spread_close,soybean_oil_soybean_spread_close,soybean2_soybean_spread_close,palm_soybean_oil_spread_close,global_soybean_basis_cny_t,global_soybean_basis_rate,is_soybean_harvest_season_ne_cn,is_soybean_planting_season_ne_cn,is_us_soybean_harvest_season,is_brazil_soybean_harvest_season,ne_avg_precip_mm,ne_avg_t2m_c,us_midwest_avg_precip_mm,us_midwest_avg_t2m_c
2016-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.552000045776367,6.9,17.5,9.8,17.6,0.2,19.1,3.8,26.9,0.0,27.1,1.7,24.1,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2413.8878568649293,2216.869215488434,5016.866435050964,3979.55378780365,1074.1875393769456,1257.8660818496546,,,,,,,,,,,,,,,,,0,0,0,0,5.633333333333334,18.066666666666666,1.9,27.0
2016-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.552000045776367,2.0,18.1,2.5,18.2,0.0,21.1,0.0,26.8,0.4,27.2,0.0,22.9,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2413.8878568649293,2216.869215488434,5016.866435050964,3979.55378780365,1074.1875393769456,1257.8660818496546,,,,,,,,,,,,,,,,,0,0,0,0,1.5,19.133333333333333,0.2,27.0
2016-06-13,3898.0,3992.0,3898.0,3944.0,290542.0,,,,,,3320.0,3352.0,3255.0,3344.0,4396564.0,6276.0,6280.0,6122.0,6132.0,473150.0,5436.0,5452.0,5248.0,5250.0,708480.0,1191.75,1198.75,1167.25,1169.0,150246.0,418.1000061035156,423.0,408.0,408.3999938964844,62220.0,32.90999984741211,33.15999984741211,32.33000183105469,32.5099983215332,64931.0,427.5,438.0,427.5,430.0,304087.0,495.5,503.25,490.75,491.25,107395.0,6.575699806213379,6.3,17.3,0.0,18.9,0.0,20.3,0.0,26.7,0.0,24.3,0.0,23.1,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2422.619322605133,2224.888029432297,5035.013341617585,3993.948548297882,1078.0730685542642,1262.4160092906498,,,,,,,,,,,-600.0,2188.0,,-882.0,-1521.3806773948668,-0.385745607858739,0,0,0,0,2.1,18.833333333333332,0.0,25.5
2016-06-14,3950.0,3971.0,3844.0,3879.0,344664.0,3970.0,3971.0,3886.0,3915.0,8.0,3333.0,3367.0,3217.0,3234.0,7192348.0,6114.0,6172.0,6038.0,6076.0,557338.0,5230.0,5278.0,5160.0,5170.0,761986.0,1168.0,1176.5,1152.75,1169.5,128076.0,408.79998779296875,410.5,400.6000061035156,408.6000061035156,51132.0,32.5099983215332,32.560001373291016,32.18000030517578,32.52000045776367,46631.0,429.5,436.75,423.5,436.5,236330.0,491.5,493.5,481.25,485.0,105522.0,6.58650016784668,0.0,18.8,0.0,20.1,0.0,21.7,2.0,25.8,4.7,26.3,0.0,25.0,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2426.598391838074,2228.5423317909244,5043.283178520203,4000.5084719467163,1079.8437666321336,1264.489484332671,-0.016480730223123685,,-0.03289473684210531,-0.0091324200913242,-0.015238095238095273,0.00042771599657820403,0.0004897458619501638,0.00030766338809207205,0.015116279069767424,-0.012722646310432517,-645.0,2197.0,36.0,-906.0,-1452.401608161926,-0.3744268131379031,0,0,0,0,0.0,20.200000000000003,3.35,26.05
2016-06-15,3892.0,3905.0,3834.0,3868.0,263608.0,4063.0,4063.0,3886.0,3910.0,4.0,3260.0,3293.0,3207.0,3281.0,6571600.0,6098.0,6122.0,5996.0,6000.0,507696.0,5160.0,5192.0,5078.0,5086.0,731046.0,1171.25,1178.0,1154.5,1156.0,103310.0,409.0,414.29998779296875,406.6000061035156,407.20001220703125,34092.0,32.52000045776367,32.560001373291016,31.799999237060547,31.959999084472656,55296.0,435.75,439.0,428.5,429.0,186442.0,485.0,489.75,477.0,477.5,74692.0,6.571800231933594,0.0,20.0,4.0,20.1,0.5,21.6,18.0,24.8,8.8,26.6,0.0,26.6,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2421.1826414489747,2223.5686084747317,5032.027437591553,3991.580024871826,1077.4337410098572,1261.667361215875,-0.002835782418148969,-0.0012771392081737387,0.014533085961657477,-0.012508229098090795,-0.016247582205028976,-0.011543394613082514,-0.003426318833998465,-0.017220214188444882,-0.01718213058419249,-0.015463917525773141,-587.0,2132.0,42.0,-914.0,-1446.8173585510253,-0.37404792103180595,0,0,0,0,1.5,20.566666666666666,13.4,25.700000000000003
2016-06-16,3884.0,3907.0,3798.0,3813.0,276188.0,3961.0,4155.0,3961.0,4150.0,6.0,3296.0,3337.0,3187.0,3200.0,7458498.0,6000.0,6032.0,5902.0,5912.0,528742.0,5106.0,5128.0,5042.0,5054.0,659596.0,1155.5,1160.0,1128.5,1134.5,104442.0,407.3999938964844,408.79998779296875,396.5,397.70001220703125,43866.0,32.040000915527344,32.09000015258789,31.059999465942383,31.15999984741211,55516.0,426.25,429.75,420.5,425.25,196401.0,477.5,479.5,471.0,472.5,67811.0,6.581999778747559,0.0,19.5,0.0,20.7,0.0,23.6,0.0,25.1,0.3,27.2,0.0,26.1,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2424.9403584861757,2227.0196251392367,5039.837230587006,3997.775025615692,1079.105936678097,1263.6254906264196,-0.014219234746639109,0.0613810741687979,-0.024687595245352023,-0.014666666666666717,-0.006291781360597715,-0.018598615916954997,-0.02333005823970835,-0.025031265956738324,-0.00874125874125875,-0.010471204188481686,-613.0,2099.0,337.0,-858.0,-1388.0596415138243,-0.36403347535112096,0,0,0,0,0.0,21.26666666666667,0.15,26.15
2016-06-17,3817.0,3849.0,3767.0,3848.0,213086.0,4100.0,4100.0,4100.0,4100.0,12.0,3205.0,3233.0,3154.0,3230.0,5883334.0,5910.0,5952.0,5828.0,5946.0,566880.0,5040.0,5110.0,4998.0,5096.0,644638.0,1133.75,1160.0,1132.5,1159.5,88085.0,397.8999938964844,409.0,397.1000061035156,407.3999938964844,34785.0,31.209999084472656,32.08000183105469,31.1200008392334,31.93000030517578,46785.0,425.0,438.25,423.5,437.75,179118.0,473.75,482.5,472.5,481.25,62549.0,6.581999778747559,10.9,19.4,15.9,20.4,0.7,23.3,0.0,23.6,0.0,23.7,0.0,26.5,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2424.9403584861757,2227.0196251392367,5039.837230587006,3997.775025615692,1079.105936678097,1263.6254906264196,0.009179124049305099,-0.012048192771084376,0.009374999999999911,0.005751014884979755,0.008310249307479145,0.02203613926840009,0.024390197112701184,0.02471118297606867,0.029394473838918245,0.0185185185185186,-618.0,2098.0,252.0,-850.0,-1423.0596415138243,-0.36981799415639927,0,0,0,0,9.166666666666666,21.03333333333333,0.0,23.65
2016-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.581999778747559,10.7,20.4,27.4,20.1,0.7,22.7,0.0,24.0,0.0,23.8,0.0,26.2,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2424.9403584861757,2227.0196251392367,5039.837230587006,3997.775025615692,1079.105936678097,1263.6254906264196,,,,,,,,,,,,,,,,,0,0,0,0,12.933333333333332,21.066666666666666,0.0,23.9
2016-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.578400135040283,3.5,19.3,17.7,18.7,0.0,22.1,0.0,24.2,0.0,24.6,0.0,25.8,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2423.6141777515413,2225.80168569088,5037.080983400345,3995.588674020767,1078.5157821619891,1262.934423823231,,,,,,,,,,,,,,,,,0,0,0,0,7.066666666666666,20.033333333333335,0.0,24.4
2016-06-20,3860.0,3875.0,3803.0,3847.0,194354.0,3957.0,4186.0,3957.0,4186.0,4.0,3233.0,3274.0,3213.0,3256.0,4926544.0,5966.0,5986.0,5906.0,5944.0,486024.0,5118.0,5148.0,5076.0,5114.0,576050.0,1153.5,1156.75,1140.25,1143.5,57507.0,407.0,407.0,400.1000061035156,402.70001220703125,28166.0,31.81999969482422,31.920000076293945,31.549999237060547,31.639999389648438,35385.0,435.5,435.75,420.5,421.25,204937.0,480.5,480.75,472.25,473.0,58397.0,6.5671000480651855,0.0,21.1,0.0,21.4,1.0,26.1,0.0,27.3,0.0,27.1,0.0,25.9,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2419.450999708176,2221.978301262856,5028.428506803513,3988.7252271938323,1076.6631550957927,1260.76501050995,,,,,,,,,,,-591.0,2097.0,339.0,-830.0,-1427.549000291824,-0.3710811022333829,0,0,0,0,0.3333333333333333,22.866666666666664,0.0,27.200000000000003
2016-06-21,3837.0,3892.0,3818.0,3849.0,201912.0,4150.0,4150.0,3983.0,3983.0,4.0,3245.0,3280.0,3224.0,3249.0,4448280.0,5928.0,6044.0,5914.0,5958.0,694908.0,5086.0,5144.0,5030.0,5048.0,891504.0,1145.0,1151.75,1128.75,1133.25,96099.0,404.0,405.79998779296875,392.8999938964844,393.29998779296875,44808.0,31.760000228881836,31.950000762939453,31.329999923706055,31.360000610351562,54092.0,420.5,422.25,396.25,396.25,292416.0,473.0,476.5,457.25,458.5,65922.0,6.5802998542785645,22.2,21.3,19.1,21.8,3.9,26.4,0.0,23.6,2.4,26.5,0.0,25.6,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2424.3140723133088,2226.4444556951526,5038.535598421097,3996.7425254917143,1078.827237400057,1263.2991357246622,0.000519885625162475,-0.04849498327759194,-0.002149877149877133,0.0023553162853298115,-0.012905748924520899,-0.008963707914298236,-0.023342498458206795,-0.00884951911182652,-0.05934718100890213,-0.030655391120507414,-600.0,2109.0,134.0,-910.0,-1424.6859276866912,-0.37014443431714505,0,0,0,0,15.066666666666665,23.166666666666668,1.2,25.05
2016-06-22,3830.0,3867.0,3799.0,3867.0,147472.0,4150.0,4150.0,3983.0,4068.0,0.0,3210.0,3267.0,3183.0,3263.0,4569932.0,5940.0,6030.0,5916.0,6012.0,432888.0,5012.0,5124.0,5008.0,5110.0,653962.0,1131.5,1147.0,1126.0,1137.5,98340.0,392.79998779296875,395.79998779296875,389.8999938964844,391.0,34990.0,31.43000030517578,31.860000610351562,31.360000610351562,31.549999237060547,42266.0,396.5,401.0,392.25,393.0,211875.0,460.0,465.25,458.25,458.75,49107.0,6.567500114440918,5.0,20.9,40.3,20.2,5.9,25.1,2.9,24.5,20.9,25.1,0.0,25.5,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2419.5983921623233,2222.113663721085,5028.734837627411,3988.9682195091245,1076.7287451923637,1260.841816053449,0.004676539360872978,0.02134069796635707,0.004309018159433631,0.009063444108761365,0.01228209191759122,0.003750275755570298,-0.005847922360423419,0.006058629560302675,-0.008201892744479466,0.0005452562704471031,-604.0,2145.0,201.0,-902.0,-1447.4016078376767,-0.37429573515326525,0,0,0,0,17.066666666666666,22.066666666666663,11.899999999999999,24.8
2016-06-23,3845.0,3900.0,3834.0,3845.0,200578.0,3950.0,4140.0,3950.0,4091.0,20.0,3230.0,3294.0,3195.0,3210.0,5609324.0,5998.0,6054.0,5958.0,5988.0,488782.0,5108.0,5156.0,5052.0,5076.0,732928.0,1139.0,1143.0,1123.0,1124.5,83315.0,391.3999938964844,392.8999938964844,382.6000061035156,383.20001220703125,26146.0,31.549999237060547,31.84000015258789,31.260000228881836,31.75,33956.0,392.0,392.75,384.0,387.25,164756.0,458.25,461.5,453.25,454.25,42623.0,6.567299842834473,20.8,17.5,3.3,19.4,0.5,21.4,0.0,26.1,22.4,27.3,0.0,25.7,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2419.5246080970765,2222.045901823044,5028.581489658356,3988.846578540802,1076.6959110558205,1260.8033675096235,-0.0056891647271787305,0.005653883972468021,-0.016242721422004336,-0.003992015968063867,-0.006653620352250478,-0.011428571428571455,-0.019948817884830605,0.006339168550740348,-0.014631043256997489,-0.009809264305177146,-635.0,2143.0,246.0,-912.0,-1425.4753919029235,-0.37073482234146254,0,0,0,0,8.200000000000001,19.433333333333334,11.2,26.700000000000003
2016-06-24,3844.0,3896.0,3812.0,3814.0,233250.0,,,,,,3210.0,3256.0,3171.0,3177.0,7414320.0,6006.0,6034.0,5898.0,5910.0,590776.0,5096.0,5126.0,5000.0,5022.0,810070.0,1124.75,1132.0,1099.25,1103.0,87656.0,383.20001220703125,386.8999938964844,371.70001220703125,375.6000061035156,24408.0,31.739999771118164,31.75,30.93000030517578,30.989999771118164,44556.0,387.5,390.0,373.5,384.5,180562.0,454.5,456.0,441.75,454.75,44990.0,6.567299842834473,5.6,17.4,0.0,16.6,0.0,20.3,0.0,20.7,0.0,24.3,0.0,26.3,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2419.5246080970765,2222.045901823044,5028.581489658356,3988.846578540802,1076.6959110558205,1260.8033675096235,-0.008062418725617637,,-0.010280373831775713,-0.013026052104208374,-0.010638297872340385,-0.019119608714984415,-0.019833000682185742,-0.023937015082892477,-0.007101355713363455,0.0011007154650521933,-637.0,2096.0,,-888.0,-1394.4753919029235,-0.3656201866551976,0,0,0,0,1.8666666666666665,18.099999999999998,0.0,22.5
2016-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.567299842834473,3.4,19.0,0.8,18.1,0.0,22.9,0.4,25.8,0.0,24.6,0.0,26.8,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2419.5246080970765,2222.045901823044,5028.581489658356,3988.846578540802,1076.6959110558205,1260.8033675096235,,,,,,,,,,,,,,,,,0,0,0,0,1.4000000000000001,20.0,0.2,25.200000000000003
2016-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.611800193786621,0.0,20.9,0.0,20.9,0.0,24.5,29.7,27.0,0.1,28.0,0.0,26.1,2016-06,368.42,338.35,765.7,607.38,163.948036,191.982001383,2435.919427394867,2237.1025955677032,5062.655408382416,4015.875201702118,1083.991656195736,1269.346633947663,,,,,,,,,,,,,,,,,0,0,0,0,0.0,22.099999999999998,14.9,27.5
