period_end,period_key,frequency,period_start,period_n_obs,period_is_partial,dce_corn_close,target_date_fwd,target_price_fwd,target_return_fwd,target_direction_fwd,factor_price_momentum,factor_basis_tightness,factor_processing_demand,factor_market_activity,factor_external_support,factor_weather_anomaly,factor_supply_pressure,factor_risk_volatility,factor_price_momentum_coverage,factor_basis_tightness_coverage,factor_processing_demand_coverage,factor_market_activity_coverage,factor_external_support_coverage,factor_weather_anomaly_coverage,factor_supply_pressure_coverage,factor_risk_volatility_coverage,factor_harvest_pressure,seasonal_sin,seasonal_cos
2017-05-31,2017-05,monthly,2017-05-02,20,0,1608,2017-06-30,1687,0.0491293532,1,-0.3216501899,0.1421535015,-0.08584592,-0.5120579932,-0.2348275678,0.507956771,0,-0.8895690378,0.8333333333,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2017-06-30,2017-06,monthly,2017-06-01,22,0,1687,2017-07-31,1645,-0.0248962656,0,0.4407433563,-0.3098324133,0.0821063926,-0.9608688948,2.9037991034,0.5864418717,0,-0.2200250327,1,1,1,1,1,1,0,1,0,0,-1
2017-07-31,2017-07,monthly,2017-07-03,21,0,1645,2017-08-31,1687,0.0255319149,1,-0.3053367696,-0.0245711547,-0.6739316557,-1.5892463812,-0.102442449,0.8478358443,0,-0.4417264942,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2017-08-31,2017-08,monthly,2017-08-01,23,0,1687,2017-09-29,1693,0.0035566094,1,0.1278772928,-0.518178901,-0.6862906622,0.0093637273,-1.5810520482,1.353857404,0,-0.4354852994,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2017-09-29,2017-09,monthly,2017-09-01,21,0,1693,2017-10-31,1657,-0.0212640284,0,-0.1783023656,-0.2575406612,-0.6801748457,-1.2508712907,0.581007125,0.4471635781,0,-1.0481987222,1,1,1,1,1,1,0,1,1,-1,0
2017-10-31,2017-10,monthly,2017-10-09,17,0,1657,2017-11-30,1715,0.0350030175,1,-0.5056042629,-0.0207245147,-0.4566201868,-0.6880986119,-0.6546869742,0.5135059371,0,-0.8187713227,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2017-11-30,2017-11,monthly,2017-11-01,22,0,1715,2017-12-29,1816,0.0588921283,1,0.2094991191,-0.8987061657,0.3774257639,-1.4762327576,-0.5220131455,0.8071814904,0,-0.4533142356,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2017-12-29,2017-12,monthly,2017-12-01,21,0,1816,2018-01-31,1788,-0.0154185022,0,1.1934879046,-0.6379853154,-0.868147719,0.2323335294,0.1406250029,1.1812108864,0,0.2222664556,1,1,1,1,1,1,0,1,0,0,1
2018-01-31,2018-01,monthly,2018-01-02,22,0,1788,2018-02-28,1830,0.0234899329,1,0.2564932968,0.1464771226,-0.6909940102,-0.7637390243,0.4211980038,1.1431177397,0,-0.5028248334,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2018-02-28,2018-02,monthly,2018-02-01,15,0,1830,2018-03-30,1744,-0.0469945355,0,0.4050261758,-0.6239688594,0.0940294718,-0.7697450047,1.0664343721,0.8876819135,0,-0.3906568208,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2018-03-30,2018-03,monthly,2018-03-01,22,0,1744,2018-04-27,1731,-0.0074541284,0,-1.3036276296,1.0240836966,1.556136887,-0.4418069121,-0.0415791975,0.5189842022,0,0.1275993909,1,1,1,1,1,1,0,1,0,1,0
2018-04-27,2018-04,monthly,2018-04-02,18,0,1731,2018-05-31,1777,0.0265742345,1,-0.9138129107,0.1783005324,0.9896594726,-0.7858987217,0.9454262814,0.4067122167,0,-0.4832180308,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2018-05-31,2018-05,monthly,2018-05-02,22,0,1777,2018-06-29,1787,0.005627462,1,-0.275342877,-0.5371296641,1.4809854974,-0.6694520545,1.1393116888,0.4606587425,0,-0.1786297161,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2018-06-29,2018-06,monthly,2018-06-01,20,0,1787,2018-07-31,1854,0.037493005,1,-0.4707021992,-0.2879223211,1.31419369,-1.34110076,-0.0161614568,1.0099505169,0,-1.2122440849,1,1,1,1,1,1,0,1,0,0,-1
2018-07-31,2018-07,monthly,2018-07-02,22,0,1854,2018-08-31,1904,0.0269687163,1,0.5129238716,-0.6432122077,0.3238581518,-0.535417551,1.5098953563,1.2268161461,0,-0.6193845538,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2018-08-31,2018-08,monthly,2018-08-01,23,0,1904,2018-09-28,1847,-0.0299369748,0,0.6035360147,-0.7976228959,0.9807665027,0.61626775,0.3958409855,1.0882428798,0,-0.7280088111,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2018-09-28,2018-09,monthly,2018-09-03,19,0,1847,2018-10-31,1891,0.0238224147,1,-0.3737534309,-0.0721793431,1.4422587876,-0.7839009461,-0.3013948724,0.3061092129,0,-0.3444581458,1,1,1,1,1,1,0,1,1,-1,0
2018-10-31,2018-10,monthly,2018-10-08,18,0,1891,2018-11-30,1953,0.0327868852,1,0.2895579324,-0.5145592516,1.676653118,-0.4331772972,0.0359115922,0.3007522649,0,-0.5527983826,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2018-11-30,2018-11,monthly,2018-11-01,22,0,1953,2018-12-28,1869,-0.0430107527,0,0.6204143059,-0.5954230404,0.2380570235,0.0669513151,0.3690693971,0.6833496449,0,-0.3291164817,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2018-12-28,2018-12,monthly,2018-12-03,20,0,1869,2019-01-31,1863,-0.0032102729,0,-1.0105204016,0.393280322,0.8387006586,0.1150968213,0.2348646269,1.0487512875,0,0.2863820137,1,1,1,1,1,1,0,1,0,0,1
2019-01-31,2019-01,monthly,2019-01-02,22,0,1863,2019-02-28,1821,-0.0225442834,0,-0.9797337095,-0.6041076777,0.8789795334,-0.3866565521,0.2560572703,0.9937621925,0,-0.532206122,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2019-02-28,2019-02,monthly,2019-02-01,15,0,1821,2019-03-29,1844,0.0126304228,1,-1.6234399125,0.3240998996,0.5940038139,-0.2513295245,-0.882025859,0.7632997203,0,-0.6902679091,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2019-03-29,2019-03,monthly,2019-03-01,21,0,1844,2019-04-30,1916,0.0390455531,1,-0.6251540142,-0.8493938936,0.2838998755,-0.1135001557,-0.0537534689,0.3941713948,0,-0.9281106497,1,1,1,1,1,1,0,1,0,1,0
2019-04-30,2019-04,monthly,2019-04-01,20,0,1916,2019-05-31,1971,0.0287056367,1,0.2725110154,-0.7369346685,0.645530665,0.2439666667,-0.7543749275,0.3832216299,0,-0.059770166,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2019-05-31,2019-05,monthly,2019-05-06,20,0,1971,2019-06-28,1948,-0.0116692035,0,0.5681947519,-0.3352536506,0.1476299073,-0.1076364801,2.2738455836,0.4357493617,0,-0.6857788723,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2019-06-28,2019-06,monthly,2019-06-03,19,0,1948,2019-07-31,1930,-0.0092402464,0,-0.0044042371,-0.1153452005,0.1760331668,-0.1155035577,0.3708576468,0.9472329573,0,-0.8217012746,1,1,1,1,1,1,0,1,0,0,-1
2019-07-31,2019-07,monthly,2019-07-01,23,0,1930,2019-08-30,1871,-0.0305699482,0,-0.5172894977,-0.4620147097,0.2948616968,-0.8567334444,-0.4370898336,1.2328339144,0,-0.9254810189,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2019-08-30,2019-08,monthly,2019-08-01,22,0,1871,2019-09-30,1823,-0.0256547301,0,-1.329078074,0.7996803754,-0.0341576315,0.817000443,-0.7412290608,1.4326300624,0,-0.7554298057,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2019-09-30,2019-09,monthly,2019-09-02,20,0,1823,2019-10-31,1873,0.0274273176,1,-1.5645133311,0.3169236818,-0.3125777238,-0.0047808427,0.70322473,0.6542421256,0,-0.7577047305,1,1,1,1,1,1,0,1,1,-1,0
2019-10-31,2019-10,monthly,2019-10-08,18,0,1873,2019-11-29,1830,-0.0229578217,0,-0.7079992572,-0.3833976358,-0.7719097991,0.2957086097,0.4576960389,0.1670344143,0,-0.2903596992,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2019-11-29,2019-11,monthly,2019-11-01,21,0,1830,2019-12-31,1910,0.043715847,1,-1.3817419749,-0.0734323601,0.0038719273,-0.485543387,0.0436812429,0.7436681181,0,-0.552997306,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2019-12-31,2019-12,monthly,2019-12-02,22,0,1910,2020-01-23,1912,0.0010471204,1,0.1090905395,-0.2415943699,-0.5872365235,0.8504778428,0.2643072691,1.0428637096,0,0.2344918952,1,1,1,1,1,1,0,1,0,0,1
2020-01-23,2020-01,monthly,2020-01-02,16,0,1912,2020-02-28,1922,0.0052301255,1,-0.1764503734,-0.5277210257,-0.7767328334,-1.4409124505,0.4770412638,1.0875944717,0,-0.5590728485,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2020-02-28,2020-02,monthly,2020-02-03,20,0,1922,2020-03-31,2048,0.0655567118,1,0.0681977804,-0.1957708498,-1.3628522042,-0.7936098448,-0.3845939979,0.8831156113,0,-0.8267089944,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2020-03-31,2020-03,monthly,2020-03-02,22,0,2048,2020-04-30,2074,0.0126953125,1,1.4651200579,-1.5096899239,-2.7825663367,0.0083022507,0.383047069,0.4786104499,0,0.6998392696,1,1,1,1,1,1,0,1,0,1,0
2020-04-30,2020-04,monthly,2020-04-01,21,0,2074,2020-05-29,2078,0.0019286403,1,0.9258709512,-0.2828394875,-0.1118936488,-0.3121826782,-0.4810954453,0.2654497848,0,-0.3171335092,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2020-05-29,2020-05,monthly,2020-05-06,18,0,2078,2020-06-30,2090,0.0057747834,1,0.5644460811,-0.0632718625,-0.7307203763,-0.6528609664,0.2115679551,0.373148165,0,-0.6197956353,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2020-06-30,2020-06,monthly,2020-06-01,20,0,2090,2020-07-31,2323,0.1114832536,1,0.215092261,0.1956233768,-0.9043896009,-0.3953381634,0.0513099658,0.9135821448,0,-1.3361745519,1,1,1,1,1,1,0,1,0,0,-1
2020-07-31,2020-07,monthly,2020-07-01,23,0,2323,2020-08-31,2262,-0.0262591477,0,2.7574417069,-0.2892366103,-0.8471642864,-0.8968322295,0.0258208959,0.8078170007,0,2.529458068,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2020-08-31,2020-08,monthly,2020-08-03,21,0,2262,2020-09-30,2468,0.0910698497,1,0.9906125403,0.3054290404,-1.5221735629,1.9981148414,0.9217183157,1.6080107796,0,1.4207067378,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2020-09-30,2020-09,monthly,2020-09-01,22,0,2468,2020-10-30,2621,0.061993517,1,2.7662507486,-1.680849004,-1.7516822175,0.5100048074,1.0891083855,1.7430912469,0,2.4619308317,1,1,1,1,1,1,0,1,1,-1,0
2020-10-30,2020-10,monthly,2020-10-09,16,0,2621,2020-11-30,2601,-0.0076306753,0,2.6945116021,-1.1379440134,-1.2877101264,0.117186468,1.3337038684,0.4233342503,0,1.6136454843,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2020-11-30,2020-11,monthly,2020-11-02,21,0,2601,2020-12-31,2742,0.0542099193,1,1.6307534543,-0.6963987723,-0.7414817379,-0.9172225385,1.1135911775,0.4602442504,0,0.6398213572,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2020-12-31,2020-12,monthly,2020-12-01,23,0,2742,2021-01-29,2714,-0.0102115244,0,1.9636295154,-0.3829275159,-1.330072505,0.760306503,1.8180721079,1.2223668431,0,0.9261912731,1,1,1,1,1,1,0,1,0,0,1
2021-01-29,2021-01,monthly,2021-01-04,20,0,2714,2021-02-26,2777,0.0232129698,1,0.6933432927,2.0170932212,-0.5950204627,0.001399693,1.8461766778,1.1716296032,0,0.088203193,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2021-02-26,2021-02,monthly,2021-02-01,15,0,2777,2021-03-31,2631,-0.0525747209,0,1.0128402433,0.1998498081,0.4288465234,-0.4831651672,0.4537502018,1.0359545185,0,-0.0286344459,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2021-03-31,2021-03,monthly,2021-03-01,23,0,2631,2021-04-30,2733,0.0387685291,1,-0.7672315167,1.1713906147,0.4901605418,-0.5017446578,0.2303195979,0.5030064115,0,0.5822458423,1,1,1,1,1,1,0,1,0,1,0
2021-04-30,2021-04,monthly,2021-04-01,21,0,2733,2021-05-31,2666,-0.0245151848,0,0.1574607709,-0.4081170466,-0.2465804162,-0.4531830638,1.995250685,0.3134475808,0,0.4861130122,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2021-05-31,2021-05,monthly,2021-05-06,18,0,2666,2021-06-30,2613,-0.01987997,0,-0.5446053391,0.788619848,-0.3089677834,-0.3692829219,-0.4199400787,0.5271092631,0,0.2891642789,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2021-06-30,2021-06,monthly,2021-06-01,21,0,2613,2021-07-30,2573,-0.015308075,0,-0.7734923553,0.8244696205,-1.1256684907,-0.4552561252,-0.4898671047,0.9877232181,0,-0.2405291287,1,1,1,1,1,1,0,1,0,0,-1
2021-07-30,2021-07,monthly,2021-07-01,22,0,2573,2021-08-31,2487,-0.0334240187,0,-1.0770840062,0.4394524464,-1.3057891661,-0.458910808,-0.376532853,1.2444738726,0,-0.9663830848,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2021-08-31,2021-08,monthly,2021-08-02,22,0,2487,2021-09-30,2520,0.0132689988,1,-1.4061801087,1.2602638422,-0.7622963064,0.163317606,-0.0509234649,1.351090432,0,-0.6573462153,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2021-09-30,2021-09,monthly,2021-09-01,20,0,2520,2021-10-29,2627,0.0424603175,1,-0.8009678072,-0.3577463313,1.1225661529,-0.0910580648,-0.1192161175,0.4692857693,0,-0.7318008267,1,1,1,1,1,1,0,1,1,-1,0
2021-10-29,2021-10,monthly,2021-10-08,16,0,2627,2021-11-30,2645,0.0068519223,1,-0.0812399255,-0.3485778371,-0.2345032591,-0.3090574904,0.1955109761,0.3903125666,0,0.0459459022,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2021-11-30,2021-11,monthly,2021-11-01,22,0,2645,2021-12-31,2672,0.0102079395,1,-0.0980453123,0.226539543,-0.2706009759,-0.4927668582,-0.1177809281,0.5235252999,0,-0.9155278132,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2021-12-31,2021-12,monthly,2021-12-01,23,0,2672,2022-01-28,2763,0.0340568862,1,-0.1224451829,0.0917131006,-2.200002488,0.3853496522,-0.075934183,1.0506422369,0,-0.8813093713,1,1,1,1,1,1,0,1,0,0,1
2022-01-28,2022-01,monthly,2022-01-04,19,0,2763,2022-02-28,2856,0.0336590662,1,0.3277856468,-0.690477156,-0.1146649693,-0.0250968164,0.315059899,1.1731923209,0,-0.6106500044,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2022-02-28,2022-02,monthly,2022-02-07,16,0,2856,2022-03-31,2840,-0.0056022409,0,0.6583821974,-0.4740125546,0.3711758934,0.0328321639,1.3217703837,0.9192949221,0,-0.9712398574,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2022-03-31,2022-03,monthly,2022-03-01,23,0,2840,2022-04-29,3044,0.0718309859,1,0.1538489664,-0.0727273006,-0.5361907313,-0.5037961264,0.9979730513,0.4624555652,0,-1.0497113683,1,1,1,1,1,1,0,1,0,1,0
2022-04-29,2022-04,monthly,2022-04-01,19,0,3044,2022-05-31,2935,-0.0358081472,0,1.1882715173,-1.1660128646,-1.086096891,0.4341699561,0.8574085689,0.3204620172,0,0.5353832087,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2022-05-31,2022-05,monthly,2022-05-05,19,0,2935,2022-06-30,2780,-0.0528109029,0,-0.2125947702,0.2649702139,-2.0299169841,-0.1102145016,0.267717845,0.4372413994,0,0.6287782313,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2022-06-30,2022-06,monthly,2022-06-01,21,0,2780,2022-07-29,2670,-0.0395683453,0,-1.1837424708,0.940055962,-0.4211940179,-0.1450995062,-1.2483043193,1.2718182177,0,1.4196509628,1,1,1,1,1,1,0,1,0,0,-1
2022-07-29,2022-07,monthly,2022-07-01,21,0,2670,2022-08-31,2797,0.0475655431,1,-1.692068387,0.5792223552,-0.3498344267,-0.6270103366,-0.5215822079,1.4874878427,0,0.0149980514,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2022-08-31,2022-08,monthly,2022-08-01,23,0,2797,2022-09-30,2773,-0.0085806221,0,-0.2854930415,-0.5348745652,-2.1957815964,-0.2590591448,0.0404573939,1.0295212864,0,1.1411689188,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2022-09-30,2022-09,monthly,2022-09-01,21,0,2773,2022-10-31,2885,0.0403894699,1,-0.5152152132,0.2989033988,-2.6901037263,-0.5270141808,0.1995570284,0.5173348065,0,0.3379781306,1,1,1,1,1,1,0,1,1,-1,0
2022-10-31,2022-10,monthly,2022-10-10,16,0,2885,2022-11-30,2908,0.0079722704,1,0.1792573941,-0.6565189605,-2.6685124182,-0.7484250567,-0.5355841184,0.1783295132,0,0.2840961314,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2022-11-30,2022-11,monthly,2022-11-01,22,0,2908,2022-12-30,2824,-0.0288858322,0,0.0080278141,0.0993445526,-0.8838704525,-0.9495530876,-0.9923807837,0.6456085252,0,-0.3721687883,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2022-12-30,2022-12,monthly,2022-12-01,22,0,2824,2023-01-31,2842,0.0063739377,1,-0.5978268577,0.2868391146,-2.2507082055,-0.009074605,-0.2568899012,1.0784264927,0,-0.0089659527,1,1,1,1,1,1,0,1,0,0,1
2023-01-31,2023-01,monthly,2023-01-03,16,0,2842,2023-02-28,2837,-0.0017593244,0,-0.4122325223,-0.1426091843,-2.23594919,-0.8659069758,-0.5156659606,1.0252243619,0,-0.8291268895,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2023-02-28,2023-02,monthly,2023-02-01,20,0,2837,2023-03-31,2724,-0.0398308072,0,-0.595295793,-0.1123124861,-0.8858439661,-0.4799251727,-1.111442986,0.8976562174,0,-1.1199422083,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2023-03-31,2023-03,monthly,2023-03-01,23,0,2724,2023-04-28,2644,-0.0293685756,0,-1.2517104994,0.2969456814,-0.8648664124,-0.1047424293,-0.5498804586,0.4888122209,0,-0.2361120657,1,1,1,1,1,1,0,1,0,1,0
2023-04-28,2023-04,monthly,2023-04-03,19,0,2644,2023-05-31,2633,-0.0041603631,0,-1.6395279273,0.7227002981,-0.0742304028,-0.0377762882,-1.4775515976,0.2244766464,0,-0.7270531218,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2023-05-31,2023-05,monthly,2023-05-04,20,0,2633,2023-06-30,2728,0.0360805165,1,-1.2888315572,0.057187772,-0.7470106567,-0.497636426,-0.9675454159,0.5296880873,0,-1.1852961259,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2023-06-30,2023-06,monthly,2023-06-01,20,0,2728,2023-07-31,2715,-0.0047653959,0,-0.2406402123,-0.3722604664,0.1116349014,-0.0754854018,-0.8149180499,0.6276599591,0,-0.1398910245,1,1,1,1,1,1,0,1,0,0,-1
2023-07-31,2023-07,monthly,2023-07-03,21,0,2715,2023-08-31,2733,0.0066298343,1,-0.4061585724,0.4838230155,-0.8893384509,-0.630651814,-0.1870627825,1.7056586614,0,-0.8310920776,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2023-08-31,2023-08,monthly,2023-08-01,23,0,2733,2023-09-28,2628,-0.0384193194,0,-0.3399716649,0.1526884719,-0.5572755657,0.1068951434,-1.0681276447,1.214073927,0,-0.8268794713,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2023-09-28,2023-09,monthly,2023-09-01,20,0,2628,2023-10-31,2539,-0.0338660578,0,-1.1122452969,1.2593079543,-0.7953511351,-1.4589780978,-0.6824860162,0.5326615256,0,-0.300269597,1,1,1,1,1,1,0,1,1,-1,0
2023-10-31,2023-10,monthly,2023-10-09,17,0,2539,2023-11-30,2501,-0.0149665223,0,-1.4482570183,0.0340169083,-0.2314266971,0.7814053416,-0.7531921453,0.426893048,0,-0.311819162,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2023-11-30,2023-11,monthly,2023-11-01,22,0,2501,2023-12-29,2413,-0.0351859256,0,-1.3678080608,0.5033010853,0.2817562633,-0.488219355,-0.1397197604,0.5790905031,0,-0.8567778239,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2023-12-29,2023-12,monthly,2023-12-01,21,0,2413,2024-01-31,2390,-0.0095317033,0,-1.6670474689,0.2078176382,0.4133863953,-0.2885071495,0.0034262962,1.1308205143,0,-0.8302647493,1,1,1,1,1,1,0,1,0,0,1
2024-01-31,2024-01,monthly,2024-01-02,22,0,2390,2024-02-29,2462,0.030125523,1,-1.3587211198,-0.7089710737,0.5852118524,0.259787559,-0.5401391136,1.1362258983,0,-1.1829702694,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2024-02-29,2024-02,monthly,2024-02-01,15,0,2462,2024-03-29,2415,-0.0190901706,0,-0.5401608885,-0.6160520139,0.1152133323,-0.2881868173,-0.3955202912,1.0542662977,0,-0.203156343,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2024-03-29,2024-03,monthly,2024-03-01,21,0,2415,2024-04-30,2388,-0.0111801242,0,-0.8057323857,-0.471852955,0.0186054748,-0.160926,-0.2134204967,0.546005228,0,-0.5784303632,1,1,1,1,1,1,0,1,0,1,0
2024-04-30,2024-04,monthly,2024-04-01,20,0,2388,2024-05-31,2434,0.0192629816,1,-0.7776682499,-0.3496794381,-0.3427680701,-0.4386207126,0.2523285801,0.3347827666,0,-0.7519392133,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2024-05-31,2024-05,monthly,2024-05-06,20,0,2434,2024-06-28,2509,0.0308134758,1,-0.32134078,-0.7201230749,-0.0983678351,-0.8428365853,0.6754121961,0.5691860829,0,-0.6710841123,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2024-06-28,2024-06,monthly,2024-06-03,19,0,2509,2024-07-31,2351,-0.0629732961,0,0.2138352395,-0.3249469078,0.2620384383,0.1717681344,-0.8284794433,0.9840302121,0,-0.5107705259,1,1,1,1,1,1,0,1,0,0,-1
2024-07-31,2024-07,monthly,2024-07-01,23,0,2351,2024-08-30,2338,-0.0055295619,0,-1.2101984299,0.7036683342,0.4390075789,-0.297845393,-0.6501343687,1.8667994857,0,1.0488070101,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2024-08-30,2024-08,monthly,2024-08-01,22,0,2338,2024-09-30,2225,-0.0483319076,0,-1.0038406609,-0.1880672885,-0.3253444773,-0.3226058288,0.1735402437,1.082492668,0,-0.0510926328,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2024-09-30,2024-09,monthly,2024-09-02,19,0,2225,2024-10-31,2248,0.0103370787,1,-1.6653721302,-0.8550025374,0.0585189665,-0.7530691563,0.4452911235,0.4277722139,0,0.3543503635,1,1,1,1,1,1,0,1,1,-1,0
2024-10-31,2024-10,monthly,2024-10-08,18,0,2248,2024-11-29,2163,-0.0378113879,0,-0.8391011493,-0.3043866972,0.3934551842,0.7298534373,-0.1847504735,0.1708458747,0,-0.1921963442,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2024-11-29,2024-11,monthly,2024-11-01,21,0,2163,2024-12-31,2229,0.0305131761,1,-1.4188919668,-0.0818025582,-0.0562706197,-0.032017263,-0.0807419176,0.484034926,0,0.2132544405,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2024-12-31,2024-12,monthly,2024-12-02,22,0,2229,2025-01-27,2283,0.0242261104,1,-0.4088915948,-1.1018488943,-1.5858095903,0.4361837184,0.1176990108,1.0820834755,0,0.1792089255,1,1,1,1,1,1,0,1,0,0,1
