date,dce_palm_oil_open,dce_palm_oil_high,dce_palm_oil_low,dce_palm_oil_close,dce_palm_oil_volume
2024-10-08,8994.0,9028.0,8722.0,8746.0,618773
2024-10-09,8770.0,8784.0,8628.0,8690.0,652962
2024-10-10,8664.0,8818.0,8566.0,8690.0,744727
2024-10-11,8704.0,8910.0,8704.0,8846.0,715449
2024-10-14,8888.0,9046.0,8808.0,8852.0,1020631
2024-10-15,8844.0,8876.0,8714.0,8724.0,718291
2024-10-16,8748.0,8968.0,8738.0,8902.0,752289
2024-10-17,8922.0,8990.0,8838.0,8864.0,782581
2024-10-18,8888.0,9092.0,8824.0,8836.0,1254730
2024-10-21,8800.0,8886.0,8736.0,8860.0,855385
2024-10-22,8896.0,8996.0,8862.0,8996.0,659504
2024-10-23,9026.0,9232.0,9014.0,9230.0,915544
2024-10-24,9200.0,9282.0,9112.0,9280.0,728457
2024-10-25,9336.0,9474.0,9266.0,9302.0,995125
2024-10-28,9300.0,9366.0,9138.0,9270.0,883861
2024-10-29,9218.0,9346.0,9204.0,9270.0,793228
2024-10-30,9382.0,9418.0,9274.0,9392.0,791007
2024-10-31,9438.0,9492.0,9354.0,9478.0,707413
2024-11-01,9522.0,9680.0,9470.0,9668.0,919089
2024-11-04,9700.0,9754.0,9624.0,9714.0,829633
2024-11-05,9694.0,9752.0,9584.0,9610.0,914390
2024-11-06,9630.0,9768.0,9584.0,9712.0,884001
2024-11-07,9746.0,9992.0,9698.0,9914.0,1235121
2024-11-08,9900.0,10124.0,9892.0,10088.0,945138
2024-11-11,10130.0,10328.0,10106.0,10212.0,1336676
2024-11-12,10250.0,10344.0,10072.0,10146.0,1284206
2024-11-13,10100.0,10200.0,9756.0,9782.0,1615868
2024-11-14,9906.0,9962.0,9776.0,9914.0,1198246
2024-11-15,9970.0,10118.0,9902.0,10084.0,1226537
2024-11-18,10178.0,10186.0,9840.0,9878.0,1330735
2024-11-19,9858.0,10086.0,9700.0,9966.0,1428988
2024-11-20,9928.0,10002.0,9864.0,9954.0,1100966
2024-11-21,9878.0,9886.0,9532.0,9556.0,1569711
2024-11-22,9652.0,9668.0,9518.0,9570.0,1106401
2024-11-25,9530.0,9728.0,9448.0,9710.0,1108914
2024-11-26,9680.0,9846.0,9616.0,9740.0,1124494
2024-11-27,9776.0,9880.0,9676.0,9874.0,998648
2024-11-28,9846.0,9960.0,9820.0,9908.0,999809
2024-11-29,9980.0,10222.0,9930.0,10194.0,1189956
2024-12-02,10222.0,10300.0,10138.0,10210.0,1208801
2024-12-03,10178.0,10440.0,10158.0,10428.0,1121681
2024-12-04,10458.0,10518.0,10272.0,10328.0,1533316
2024-12-05,10280.0,10416.0,10098.0,10282.0,1365556
2024-12-06,10302.0,10316.0,10158.0,10226.0,1093999
2024-12-09,10226.0,10338.0,10134.0,10200.0,986133
2024-12-10,10240.0,10326.0,9944.0,9998.0,1109399
2024-12-11,9986.0,10082.0,9918.0,10066.0,735018
2024-12-12,9258.0,9312.0,9102.0,9216.0,777253
2024-12-13,9280.0,9334.0,9196.0,9266.0,836439
2024-12-16,9314.0,9392.0,9214.0,9322.0,1159375
2024-12-17,9250.0,9276.0,9136.0,9202.0,1089461
2024-12-18,9194.0,9200.0,8966.0,9004.0,1239549
2024-12-19,8950.0,8980.0,8720.0,8736.0,1277848
2024-12-20,8818.0,8840.0,8668.0,8750.0,1236483
2024-12-23,8710.0,8830.0,8572.0,8812.0,1351481
2024-12-24,8844.0,8848.0,8736.0,8822.0,864849
2024-12-25,8850.0,8888.0,8674.0,8706.0,909679
2024-12-26,8704.0,8774.0,8638.0,8740.0,762623
2024-12-27,8758.0,8828.0,8722.0,8786.0,764005
2024-12-30,8820.0,8844.0,8684.0,8744.0,790316
2024-12-31,8720.0,8742.0,8608.0,8668.0,970554
2025-01-02,8660.0,8824.0,8458.0,8474.0,1196491
2025-01-03,8470.0,8558.0,8372.0,8530.0,1269242
2025-01-06,8540.0,8646.0,8478.0,8484.0,1039802
2025-01-07,8534.0,8752.0,8460.0,8722.0,1220042
2025-01-08,8712.0,8774.0,8608.0,8618.0,1046988
2025-01-09,8648.0,8650.0,8408.0,8418.0,1041693
2025-01-10,8438.0,8552.0,8404.0,8524.0,911495
2025-01-13,8558.0,8822.0,8556.0,8758.0,990181
2025-01-14,8730.0,8766.0,8668.0,8710.0,705066
2025-01-15,8696.0,8710.0,8468.0,8482.0,973535
2025-01-16,8488.0,8548.0,8292.0,8344.0,1123118
2025-01-17,8300.0,8410.0,8232.0,8390.0,865978
2025-01-20,8372.0,8482.0,8302.0,8430.0,769443
2025-01-21,8410.0,8510.0,8390.0,8446.0,794968
2025-01-22,8454.0,8524.0,8354.0,8360.0,830988
2025-01-23,8372.0,8390.0,8224.0,8242.0,771246
2025-01-24,8280.0,8328.0,8234.0,8258.0,602794
2025-01-27,8294.0,8452.0,8280.0,8452.0,543084
2025-02-05,8532.0,8636.0,8488.0,8612.0,470006
2025-02-06,8576.0,8738.0,8540.0,8690.0,603267
2025-02-07,8722.0,8898.0,8710.0,8888.0,620119
2025-02-10,8878.0,8992.0,8848.0,8956.0,737370
2025-02-11,9006.0,9132.0,8974.0,9076.0,727973
2025-02-12,9098.0,9222.0,9052.0,9154.0,853476
2025-02-13,9110.0,9162.0,8914.0,8950.0,1046166
2025-02-14,8924.0,9108.0,8900.0,9078.0,1042704
2025-02-17,9076.0,9102.0,8968.0,9064.0,796749
2025-02-18,9090.0,9118.0,8994.0,9012.0,826184
2025-02-19,9030.0,9208.0,9026.0,9200.0,800796
2025-02-20,9260.0,9378.0,9170.0,9368.0,1082115
2025-02-21,9352.0,9448.0,9342.0,9368.0,888634
2025-02-24,9364.0,9384.0,9180.0,9240.0,1035613
2025-02-25,9192.0,9324.0,9118.0,9178.0,1217683
2025-02-26,9154.0,9242.0,9128.0,9228.0,949366
2025-02-27,9232.0,9244.0,9018.0,9080.0,1251373
2025-02-28,9088.0,9152.0,9018.0,9146.0,997233
2025-03-03,9148.0,9160.0,9008.0,9042.0,937039
2025-03-04,9052.0,9080.0,8790.0,8800.0,1096381
2025-03-05,8766.0,8836.0,8746.0,8802.0,772723
2025-03-06,8838.0,8976.0,8766.0,8962.0,973182
2025-03-07,8968.0,9114.0,8924.0,9106.0,1055002
2025-03-10,9130.0,9282.0,9022.0,9074.0,1290800
2025-03-11,9028.0,9060.0,8876.0,8934.0,1008501
2025-03-12,8958.0,9090.0,8926.0,9040.0,989364
2025-03-13,9026.0,9140.0,8950.0,9106.0,1071900
2025-03-14,9120.0,9148.0,9022.0,9120.0,894554
2025-03-17,9130.0,9180.0,8984.0,8988.0,1060061
2025-03-18,8980.0,9150.0,8934.0,9084.0,1134528
2025-03-19,9116.0,9148.0,8930.0,8942.0,1096737
2025-03-20,8966.0,9180.0,8924.0,9152.0,1263596
2025-03-21,9126.0,9168.0,9006.0,9088.0,1141883
2025-03-24,9052.0,9056.0,8952.0,8988.0,978488
2025-03-25,8940.0,9068.0,8800.0,8812.0,1490962
2025-03-26,8812.0,8896.0,8782.0,8846.0,1010225
2025-03-27,8888.0,8908.0,8806.0,8886.0,810656
2025-03-28,8964.0,9128.0,8952.0,9088.0,1117540
2025-03-31,9102.0,9130.0,9032.0,9104.0,784425
2025-04-01,9084.0,9192.0,9052.0,9146.0,920977
2025-04-02,9176.0,9346.0,9148.0,9304.0,951187
2025-04-03,9300.0,9326.0,9152.0,9198.0,854192
2025-04-07,8850.0,8948.0,8692.0,8740.0,911091
2025-04-08,8740.0,8820.0,8710.0,8758.0,767881
2025-04-09,8712.0,8778.0,8510.0,8588.0,850394
2025-04-10,8542.0,8810.0,8514.0,8754.0,641113
2025-04-11,8696.0,8832.0,8694.0,8748.0,549226
2025-04-14,8794.0,8802.0,8708.0,8748.0,473951
2025-04-15,8184.0,8190.0,8062.0,8134.0,425531
2025-04-16,8112.0,8176.0,8046.0,8078.0,570785
2025-04-17,8102.0,8208.0,8082.0,8204.0,575212
2025-04-18,8160.0,8204.0,8126.0,8132.0,619774
2025-04-21,8110.0,8162.0,8008.0,8068.0,740461
2025-04-22,8028.0,8156.0,7972.0,8130.0,936452
2025-04-23,8154.0,8220.0,8088.0,8218.0,786831
2025-04-24,8190.0,8242.0,8180.0,8230.0,689531
2025-04-25,8250.0,8448.0,8236.0,8376.0,963432
2025-04-28,8348.0,8368.0,8172.0,8174.0,721927
2025-04-29,8200.0,8208.0,8116.0,8120.0,550788
2025-04-30,8120.0,8156.0,8052.0,8148.0,504163
2025-05-06,8018.0,8048.0,7928.0,7974.0,549475
2025-05-07,7946.0,7974.0,7884.0,7914.0,748717
2025-05-08,7876.0,7910.0,7812.0,7908.0,685958
2025-05-09,7944.0,7988.0,7870.0,7886.0,639471
2025-05-12,7930.0,8030.0,7898.0,8024.0,674022
2025-05-13,8066.0,8082.0,7938.0,7954.0,697530
2025-05-14,7994.0,8192.0,7990.0,8184.0,792786
2025-05-15,8146.0,8200.0,8026.0,8048.0,668900
2025-05-16,8012.0,8050.0,7954.0,7984.0,514650
2025-05-19,7942.0,8044.0,7942.0,7998.0,537030
2025-05-20,8022.0,8144.0,8000.0,8106.0,631770
2025-05-21,8098.0,8148.0,8056.0,8104.0,607303
2025-05-22,8098.0,8098.0,7984.0,7994.0,621114
2025-05-23,7996.0,8092.0,7986.0,8006.0,534842
2025-05-26,7980.0,8036.0,7928.0,7954.0,549820
2025-05-27,7984.0,8048.0,7970.0,8044.0,531013
2025-05-28,8068.0,8114.0,8032.0,8076.0,596014
2025-05-29,8092.0,8198.0,8062.0,8190.0,721694
2025-05-30,8156.0,8178.0,8026.0,8060.0,684233
2025-06-03,8100.0,8250.0,8096.0,8196.0,659444
2025-06-04,8190.0,8210.0,8102.0,8130.0,656196
2025-06-05,8160.0,8160.0,8064.0,8126.0,535659
2025-06-06,8116.0,8178.0,8074.0,8110.0,626813
2025-06-09,8122.0,8194.0,8110.0,8182.0,475370
2025-06-10,8192.0,8222.0,8102.0,8116.0,653781
2025-06-11,8092.0,8112.0,7958.0,7970.0,795882
2025-06-12,7994.0,8046.0,7976.0,8010.0,543908
2025-06-13,8032.0,8224.0,8032.0,8140.0,925612
2025-06-16,8170.0,8482.0,8140.0,8436.0,1374614
2025-06-17,8480.0,8512.0,8406.0,8446.0,864099
2025-06-18,8478.0,8540.0,8454.0,8518.0,655435
2025-06-19,8530.0,8566.0,8502.0,8538.0,605854
2025-06-20,8538.0,8600.0,8502.0,8536.0,601493
2025-06-23,8540.0,8592.0,8454.0,8520.0,660926
2025-06-24,8496.0,8500.0,8306.0,8326.0,743181
2025-06-25,8310.0,8356.0,8288.0,8344.0,501933
2025-06-26,8308.0,8408.0,8290.0,8360.0,653695
2025-06-27,8382.0,8402.0,8334.0,8376.0,442785
2025-06-30,8366.0,8376.0,8256.0,8330.0,563974
2025-07-01,8340.0,8352.0,8278.0,8336.0,479503
2025-07-02,8338.0,8454.0,8310.0,8440.0,576422
2025-07-03,8470.0,8522.0,8446.0,8478.0,481589
2025-07-04,8498.0,8550.0,8440.0,8472.0,494606
2025-07-07,8450.0,8490.0,8412.0,8466.0,445676
2025-07-08,8476.0,8670.0,8470.0,8644.0,726022
2025-07-09,8644.0,8692.0,8630.0,8678.0,473571
2025-07-10,8652.0,8678.0,8588.0,8638.0,636450
2025-07-11,8600.0,8796.0,8590.0,8682.0,772262
2025-07-14,8682.0,8760.0,8644.0,8748.0,544815
2025-07-15,8760.0,8812.0,8688.0,8708.0,568073
2025-07-16,8704.0,8770.0,8664.0,8722.0,493411
2025-07-17,8730.0,8818.0,8714.0,8796.0,567537
2025-07-18,8800.0,8972.0,8782.0,8964.0,703683
2025-07-21,8976.0,9064.0,8894.0,8910.0,708709
2025-07-22,8882.0,9012.0,8868.0,8926.0,706504
2025-07-23,8908.0,9088.0,8908.0,8994.0,758574
2025-07-24,9020.0,9106.0,8938.0,9104.0,627783
2025-07-25,9058.0,9072.0,8890.0,8936.0,673443
2025-07-28,8936.0,8980.0,8828.0,8946.0,604377
2025-07-29,8952.0,8996.0,8842.0,8970.0,611734
2025-07-30,8970.0,9030.0,8926.0,8982.0,500291
2025-07-31,8962.0,8962.0,8866.0,8900.0,479022
2025-08-01,8880.0,8950.0,8838.0,8910.0,512068
2025-08-04,8918.0,8926.0,8746.0,8838.0,611600
2025-08-05,8808.0,9068.0,8806.0,9064.0,580261
2025-08-06,9062.0,9076.0,8896.0,8970.0,557925
2025-08-07,9000.0,9050.0,8920.0,8950.0,445128
2025-08-08,8964.0,9058.0,8956.0,8980.0,442221
2025-08-11,8974.0,9236.0,8912.0,9218.0,567374
2025-08-12,9246.0,9388.0,9224.0,9362.0,443030
2025-08-13,9376.0,9540.0,9366.0,9490.0,527379
2025-08-14,9480.0,9538.0,9350.0,9368.0,703708
2025-08-15,9382.0,9484.0,9338.0,9460.0,592724
2025-08-18,9520.0,9672.0,9520.0,9584.0,832991
2025-08-19,9602.0,9736.0,9594.0,9640.0,785065
2025-08-20,9582.0,9594.0,9456.0,9554.0,788154
2025-08-21,9548.0,9636.0,9480.0,9500.0,727262
2025-08-22,9500.0,9608.0,9462.0,9592.0,753974
2025-08-25,9612.0,9688.0,9544.0,9582.0,718391
2025-08-26,9610.0,9618.0,9486.0,9500.0,635579
2025-08-27,9470.0,9572.0,9454.0,9500.0,683952
2025-08-28,9518.0,9540.0,9404.0,9414.0,832734
2025-08-29,9438.0,9446.0,9276.0,9316.0,733188
2025-09-01,9300.0,9392.0,9240.0,9384.0,669906
2025-09-02,9388.0,9508.0,9378.0,9422.0,745699
2025-09-03,9420.0,9498.0,9344.0,9368.0,739051
2025-09-04,9360.0,9450.0,9312.0,9390.0,715948
2025-09-05,9382.0,9554.0,9358.0,9526.0,687731
2025-09-08,9510.0,9514.0,9380.0,9466.0,605851
2025-09-09,9474.0,9506.0,9428.0,9486.0,579029
2025-09-10,9470.0,9472.0,9244.0,9244.0,859709
2025-09-11,9280.0,9334.0,9208.0,9330.0,719314
2025-09-12,9316.0,9426.0,9268.0,9296.0,765320
2025-09-15,9336.0,9442.0,9318.0,9422.0,583281
2025-09-16,9442.0,9528.0,9430.0,9482.0,591669
2025-09-17,9534.0,9570.0,9408.0,9424.0,680632
2025-09-18,9408.0,9428.0,9280.0,9304.0,627749
2025-09-19,9314.0,9380.0,9306.0,9316.0,554657
2025-09-22,9322.0,9400.0,9252.0,9360.0,561707
2025-09-23,9282.0,9294.0,8946.0,9054.0,1021148
2025-09-24,9088.0,9142.0,9014.0,9126.0,591824
2025-09-25,9188.0,9264.0,9154.0,9222.0,688356
2025-09-26,9242.0,9318.0,9226.0,9236.0,590776
2025-09-29,9236.0,9280.0,9188.0,9234.0,444366
2025-09-30,9204.0,9234.0,9150.0,9228.0,398602
2025-10-09,9452.0,9580.0,9438.0,9570.0,509596
2025-10-10,9570.0,9608.0,9366.0,9438.0,733204
2025-10-13,9438.0,9446.0,9310.0,9364.0,501265
2025-10-14,9364.0,9438.0,9274.0,9330.0,526687
2025-10-15,9302.0,9376.0,9260.0,9322.0,448936
2025-10-16,9330.0,9374.0,9282.0,9312.0,383828
2025-10-17,9328.0,9392.0,9288.0,9308.0,484295
2025-10-20,9332.0,9412.0,9312.0,9318.0,461434
2025-10-21,9320.0,9400.0,9264.0,9294.0,553539
2025-10-22,9286.0,9296.0,9156.0,9164.0,637846
2025-10-23,9174.0,9176.0,9076.0,9132.0,533553
2025-10-24,9170.0,9174.0,9090.0,9122.0,455286
2025-10-27,9110.0,9150.0,9066.0,9100.0,462421
2025-10-28,9080.0,9080.0,8954.0,8958.0,531693
2025-10-29,8940.0,8940.0,8758.0,8842.0,727306
2025-10-30,8798.0,8868.0,8778.0,8828.0,483690
2025-10-31,8850.0,8858.0,8720.0,8764.0,415447
2025-11-03,8732.0,8754.0,8638.0,8664.0,556509
2025-11-04,8624.0,8736.0,8596.0,8616.0,556601
2025-11-05,8590.0,8666.0,8570.0,8590.0,546167
2025-11-06,8582.0,8756.0,8562.0,8732.0,621581
2025-11-07,8752.0,8754.0,8618.0,8660.0,501777
2025-11-10,8650.0,8740.0,8614.0,8690.0,530809
2025-11-11,8698.0,8850.0,8678.0,8770.0,505832
2025-11-12,8760.0,8776.0,8712.0,8744.0,396375
2025-11-13,8714.0,8774.0,8642.0,8752.0,652768
2025-11-14,8744.0,8750.0,8574.0,8644.0,587245
2025-11-17,8660.0,8724.0,8606.0,8680.0,585987
2025-11-18,8694.0,8726.0,8652.0,8708.0,472225
2025-11-19,8756.0,8906.0,8750.0,8852.0,822062
2025-11-20,8830.0,8850.0,8632.0,8646.0,571538
2025-11-21,8656.0,8686.0,8514.0,8550.0,692437
2025-11-24,8528.0,8546.0,8450.0,8486.0,577844
2025-11-25,8448.0,8482.0,8356.0,8360.0,597491
2025-11-26,8312.0,8464.0,8304.0,8440.0,504182
2025-11-27,8420.0,8542.0,8406.0,8528.0,383418
2025-11-28,8552.0,8640.0,8538.0,8626.0,410968
2025-12-01,8638.0,8680.0,8592.0,8652.0,367522
2025-12-02,8612.0,8726.0,8572.0,8720.0,433243
2025-12-03,8744.0,8794.0,8698.0,8730.0,360400
2025-12-04,8736.0,8762.0,8626.0,8666.0,343873
2025-12-05,8648.0,8780.0,8644.0,8770.0,336222
2025-12-08,8780.0,8810.0,8682.0,8706.0,282208
2025-12-09,8692.0,8726.0,8570.0,8648.0,303911
2025-12-10,8648.0,8718.0,8478.0,8528.0,483686
2025-12-11,8592.0,8710.0,8582.0,8642.0,512933
2025-12-12,8602.0,8630.0,8524.0,8552.0,437746
2025-12-15,8500.0,8550.0,8442.0,8492.0,443445
2025-12-16,8470.0,8478.0,8376.0,8410.0,370023
2025-12-17,8380.0,8396.0,8278.0,8342.0,505496
2025-12-18,8342.0,8454.0,8324.0,8368.0,455669
2025-12-19,8378.0,8412.0,8266.0,8292.0,443804
2025-12-22,8256.0,8422.0,8230.0,8414.0,431457
2025-12-23,8434.0,8494.0,8388.0,8486.0,441419
2025-12-24,8490.0,8548.0,8482.0,8488.0,406474
2025-12-25,8520.0,8578.0,8506.0,8542.0,299943
2025-12-26,8542.0,8610.0,8496.0,8568.0,374136
2025-12-29,8602.0,8618.0,8508.0,8512.0,358766
2025-12-30,8504.0,8678.0,8504.0,8658.0,358771
2025-12-31,8634.0,8646.0,8574.0,8584.0,282429
2026-01-05,8566.0,8600.0,8414.0,8488.0,402569
2026-01-06,8510.0,8562.0,8460.0,8500.0,414592
2026-01-07,8480.0,8572.0,8476.0,8562.0,453932
2026-01-08,8600.0,8700.0,8560.0,8612.0,630230
2026-01-09,8646.0,8698.0,8592.0,8682.0,366106
2026-01-12,8630.0,8748.0,8574.0,8724.0,512074
2026-01-13,8746.0,8866.0,8732.0,8778.0,558865
2026-01-14,8744.0,8826.0,8704.0,8748.0,531801
2026-01-15,8728.0,8746.0,8550.0,8578.0,534066
2026-01-16,8544.0,8702.0,8490.0,8674.0,570565
2026-01-19,8660.0,8684.0,8606.0,8648.0,358548
2026-01-20,8670.0,8772.0,8662.0,8748.0,422407
2026-01-21,8752.0,8850.0,8752.0,8832.0,487113
2026-01-22,8850.0,8964.0,8850.0,8944.0,502993
2026-01-23,8946.0,8948.0,8882.0,8910.0,360593
2026-01-26,8962.0,9098.0,8930.0,9092.0,542284
2026-01-27,9070.0,9248.0,9038.0,9238.0,688004
2026-01-28,9252.0,9306.0,9196.0,9270.0,513486
2026-01-29,9294.0,9396.0,9278.0,9362.0,529334
2026-01-30,9362.0,9384.0,9178.0,9240.0,569719
2026-02-02,9234.0,9316.0,8964.0,9014.0,656811
2026-02-03,9056.0,9158.0,9050.0,9094.0,397804
2026-02-04,9200.0,9248.0,9096.0,9138.0,435429
2026-02-05,9138.0,9198.0,9038.0,9042.0,449035
2026-02-06,9024.0,9082.0,9002.0,9026.0,285443
2026-02-09,8980.0,9066.0,8938.0,9014.0,345264
2026-02-10,9014.0,9034.0,8912.0,8940.0,381959
2026-02-11,8910.0,8950.0,8886.0,8906.0,290733
2026-02-12,8930.0,8932.0,8782.0,8782.0,328615
2026-02-13,8782.0,8828.0,8674.0,8698.0,297379
2026-02-24,8850.0,8910.0,8822.0,8824.0,268923
2026-02-25,8810.0,8932.0,8768.0,8848.0,389627
2026-02-26,8816.0,8838.0,8686.0,8714.0,411133
2026-02-27,8718.0,8800.0,8692.0,8780.0,379616
2026-03-02,8814.0,8922.0,8768.0,8898.0,489772
2026-03-03,8940.0,9028.0,8926.0,8994.0,531213
2026-03-04,9050.0,9084.0,8938.0,9002.0,420332
2026-03-05,8960.0,9128.0,8890.0,9070.0,516475
2026-03-06,9070.0,9248.0,9046.0,9218.0,529410
2026-03-09,9384.0,9788.0,9360.0,9720.0,892943
2026-03-10,9676.0,9748.0,9240.0,9462.0,882402
2026-03-11,9476.0,9562.0,9330.0,9526.0,507766
2026-03-12,9664.0,9864.0,9576.0,9684.0,688279
2026-03-13,9702.0,9888.0,9654.0,9768.0,618299
2026-03-16,9750.0,10050.0,9722.0,10010.0,818514
2026-03-17,9922.0,9978.0,9818.0,9954.0,566729
2026-03-18,9952.0,9992.0,9666.0,9692.0,581411
2026-03-19,9850.0,9902.0,9744.0,9796.0,491200
2026-03-20,9786.0,9836.0,9646.0,9718.0,407410
2026-03-23,9726.0,9960.0,9650.0,9942.0,465152
2026-03-24,9680.0,9774.0,9532.0,9644.0,512050
2026-03-25,9644.0,9676.0,9464.0,9510.0,371392
2026-03-26,9528.0,9640.0,9482.0,9614.0,321996
2026-03-27,9656.0,9770.0,9582.0,9768.0,348165
2026-03-30,9800.0,9974.0,9668.0,9930.0,501201
2026-03-31,9950.0,10082.0,9808.0,9866.0,587524
2026-04-01,10048.0,10192.0,9778.0,9780.0,634883
2026-04-02,9842.0,10028.0,9722.0,9974.0,397740
2026-04-03,10042.0,10086.0,9876.0,9938.0,300151
2026-04-07,10034.0,10058.0,9942.0,9988.0,205584
2026-04-08,9988.0,9988.0,9402.0,9568.0,520220
2026-04-09,9534.0,9678.0,9508.0,9650.0,301645
2026-04-10,9688.0,9752.0,9616.0,9621.0,490555
2026-04-13,9568.0,9670.0,9518.0,9546.0,455013
2026-04-14,9559.0,9577.0,9407.0,9433.0,447821
2026-04-15,9420.0,9429.0,9302.0,9411.0,442510
2026-04-16,9421.0,9425.0,9325.0,9402.0,424511
2026-04-17,9430.0,9508.0,9388.0,9492.0,494790
2026-04-20,9312.0,9516.0,9200.0,9486.0,571728
2026-04-21,9481.0,9794.0,9434.0,9730.0,866656
2026-04-22,9720.0,9858.0,9695.0,9822.0,808555
2026-04-23,9864.0,9885.0,9730.0,9781.0,674372
2026-04-24,9742.0,9855.0,9711.0,9778.0,678358
2026-04-27,9773.0,9900.0,9748.0,9785.0,643286
2026-04-28,9760.0,9828.0,9672.0,9759.0,690740
2026-04-29,9750.0,9800.0,9654.0,9780.0,622281
2026-04-30,9850.0,9877.0,9773.0,9821.0,457972
2026-05-06,9888.0,9993.0,9804.0,9864.0,465649
2026-05-07,9701.0,9830.0,9676.0,9752.0,617586
2026-05-08,9670.0,9756.0,9632.0,9680.0,567510
2026-05-11,9650.0,9759.0,9632.0,9682.0,505459
2026-05-12,9670.0,9704.0,9520.0,9565.0,610897
2026-05-13,9580.0,9599.0,9477.0,9492.0,478975
2026-05-14,9512.0,9554.0,9404.0,9405.0,536926
2026-05-15,9372.0,9476.0,9366.0,9420.0,489421
2026-05-18,9420.0,9594.0,9380.0,9576.0,566001
2026-05-19,9524.0,9707.0,9492.0,9672.0,645269
2026-05-20,9670.0,9858.0,9584.0,9721.0,804472
2026-05-21,9685.0,9755.0,9511.0,9518.0,751698
2026-05-22,9518.0,9550.0,9422.0,9471.0,711015
2026-05-25,9449.0,9492.0,9332.0,9464.0,603728
2026-05-26,9460.0,9540.0,9420.0,9433.0,623812
2026-05-27,9475.0,9579.0,9438.0,9517.0,650819
2026-05-28,9486.0,9622.0,9468.0,9599.0,538114
2026-05-29,9593.0,9650.0,9552.0,9592.0,572228
2026-06-01,9616.0,9732.0,9574.0,9729.0,587921
2026-06-02,9742.0,9774.0,9687.0,9726.0,509826
2026-06-03,9718.0,9788.0,9663.0,9766.0,747478
2026-06-04,9800.0,9825.0,9559.0,9574.0,758756
2026-06-05,9540.0,9588.0,9370.0,9382.0,727489
2026-06-08,9420.0,9457.0,9285.0,9424.0,629239
2026-06-09,9388.0,9422.0,9221.0,9265.0,620176
2026-06-10,9298.0,9325.0,9208.0,9316.0,601898
2026-06-11,9334.0,9420.0,9312.0,9393.0,502200
2026-06-12,9388.0,9404.0,9306.0,9321.0,464294
