"period_end","period_key","frequency","instrument","factor_id","value","coverage","asof_date","quality_flag","source_version"
"2018-05-31","2018-05","monthly","corn","weather_anomaly","0.4606587425","1","2018-05-31","ok","corn_factors_monthly"
"2018-06-29","2018-06","monthly","corn","weather_anomaly","1.0099505169","1","2018-06-29","ok","corn_factors_monthly"
"2018-07-31","2018-07","monthly","corn","weather_anomaly","1.2268161461","1","2018-07-31","ok","corn_factors_monthly"
"2018-08-31","2018-08","monthly","corn","weather_anomaly","1.0882428798","1","2018-08-31","ok","corn_factors_monthly"
"2018-09-28","2018-09","monthly","corn","weather_anomaly","0.3061092129","1","2018-09-28","ok","corn_factors_monthly"
"2018-10-31","2018-10","monthly","corn","weather_anomaly","0.3007522649","1","2018-10-31","ok","corn_factors_monthly"
"2018-11-30","2018-11","monthly","corn","weather_anomaly","0.6833496449","1","2018-11-30","ok","corn_factors_monthly"
"2018-12-28","2018-12","monthly","corn","weather_anomaly","1.0487512875","1","2018-12-28","ok","corn_factors_monthly"
"2019-01-31","2019-01","monthly","corn","weather_anomaly","0.9937621925","1","2019-01-31","ok","corn_factors_monthly"
"2019-02-28","2019-02","monthly","corn","weather_anomaly","0.7632997203","1","2019-02-28","ok","corn_factors_monthly"
"2019-03-29","2019-03","monthly","corn","weather_anomaly","0.3941713948","1","2019-03-29","ok","corn_factors_monthly"
"2019-04-30","2019-04","monthly","corn","weather_anomaly","0.3832216299","1","2019-04-30","ok","corn_factors_monthly"
"2019-05-31","2019-05","monthly","corn","weather_anomaly","0.4357493617","1","2019-05-31","ok","corn_factors_monthly"
"2019-06-28","2019-06","monthly","corn","weather_anomaly","0.9472329573","1","2019-06-28","ok","corn_factors_monthly"
"2019-07-31","2019-07","monthly","corn","weather_anomaly","1.2328339144","1","2019-07-31","ok","corn_factors_monthly"
"2019-08-30","2019-08","monthly","corn","weather_anomaly","1.4326300624","1","2019-08-30","ok","corn_factors_monthly"
"2019-09-30","2019-09","monthly","corn","weather_anomaly","0.6542421256","1","2019-09-30","ok","corn_factors_monthly"
"2019-10-31","2019-10","monthly","corn","weather_anomaly","0.1670344143","1","2019-10-31","ok","corn_factors_monthly"
"2019-11-29","2019-11","monthly","corn","weather_anomaly","0.7436681181","1","2019-11-29","ok","corn_factors_monthly"
"2019-12-31","2019-12","monthly","corn","weather_anomaly","1.0428637096","1","2019-12-31","ok","corn_factors_monthly"
"2020-01-23","2020-01","monthly","corn","weather_anomaly","1.0875944717","1","2020-01-23","ok","corn_factors_monthly"
"2020-02-28","2020-02","monthly","corn","weather_anomaly","0.8831156113","1","2020-02-28","ok","corn_factors_monthly"
"2020-03-31","2020-03","monthly","corn","weather_anomaly","0.4786104499","1","2020-03-31","ok","corn_factors_monthly"
"2020-04-30","2020-04","monthly","corn","weather_anomaly","0.2654497848","1","2020-04-30","ok","corn_factors_monthly"
"2020-05-29","2020-05","monthly","corn","weather_anomaly","0.373148165","1","2020-05-29","ok","corn_factors_monthly"
"2020-06-30","2020-06","monthly","corn","weather_anomaly","0.9135821448","1","2020-06-30","ok","corn_factors_monthly"
"2020-07-31","2020-07","monthly","corn","weather_anomaly","0.8078170007","1","2020-07-31","ok","corn_factors_monthly"
"2020-08-31","2020-08","monthly","corn","weather_anomaly","1.6080107796","1","2020-08-31","ok","corn_factors_monthly"
"2020-09-30","2020-09","monthly","corn","weather_anomaly","1.7430912469","1","2020-09-30","ok","corn_factors_monthly"
"2020-10-30","2020-10","monthly","corn","weather_anomaly","0.4233342503","1","2020-10-30","ok","corn_factors_monthly"
"2020-11-30","2020-11","monthly","corn","weather_anomaly","0.4602442504","1","2020-11-30","ok","corn_factors_monthly"
"2020-12-31","2020-12","monthly","corn","weather_anomaly","1.2223668431","1","2020-12-31","ok","corn_factors_monthly"
"2021-01-29","2021-01","monthly","corn","weather_anomaly","1.1716296032","1","2021-01-29","ok","corn_factors_monthly"
"2021-02-26","2021-02","monthly","corn","weather_anomaly","1.0359545185","1","2021-02-26","ok","corn_factors_monthly"
"2021-03-31","2021-03","monthly","corn","weather_anomaly","0.5030064115","1","2021-03-31","ok","corn_factors_monthly"
"2021-04-30","2021-04","monthly","corn","weather_anomaly","0.3134475808","1","2021-04-30","ok","corn_factors_monthly"
"2021-05-31","2021-05","monthly","corn","weather_anomaly","0.5271092631","1","2021-05-31","ok","corn_factors_monthly"
"2021-06-30","2021-06","monthly","corn","weather_anomaly","0.9877232181","1","2021-06-30","ok","corn_factors_monthly"
"2021-07-30","2021-07","monthly","corn","weather_anomaly","1.2444738726","1","2021-07-30","ok","corn_factors_monthly"
"2021-08-31","2021-08","monthly","corn","weather_anomaly","1.351090432","1","2021-08-31","ok","corn_factors_monthly"
"2021-09-30","2021-09","monthly","corn","weather_anomaly","0.4692857693","1","2021-09-30","ok","corn_factors_monthly"
"2021-10-29","2021-10","monthly","corn","weather_anomaly","0.3903125666","1","2021-10-29","ok","corn_factors_monthly"
"2021-11-30","2021-11","monthly","corn","weather_anomaly","0.5235252999","1","2021-11-30","ok","corn_factors_monthly"
"2021-12-31","2021-12","monthly","corn","weather_anomaly","1.0506422369","1","2021-12-31","ok","corn_factors_monthly"
"2022-01-28","2022-01","monthly","corn","weather_anomaly","1.1731923209","1","2022-01-28","ok","corn_factors_monthly"
"2022-02-28","2022-02","monthly","corn","weather_anomaly","0.9192949221","1","2022-02-28","ok","corn_factors_monthly"
"2022-03-31","2022-03","monthly","corn","weather_anomaly","0.4624555652","1","2022-03-31","ok","corn_factors_monthly"
"2022-04-29","2022-04","monthly","corn","weather_anomaly","0.3204620172","1","2022-04-29","ok","corn_factors_monthly"
"2022-05-31","2022-05","monthly","corn","weather_anomaly","0.4372413994","1","2022-05-31","ok","corn_factors_monthly"
"2022-06-30","2022-06","monthly","corn","weather_anomaly","1.2718182177","1","2022-06-30","ok","corn_factors_monthly"
"2022-07-29","2022-07","monthly","corn","weather_anomaly","1.4874878427","1","2022-07-29","ok","corn_factors_monthly"
"2022-08-31","2022-08","monthly","corn","weather_anomaly","1.0295212864","1","2022-08-31","ok","corn_factors_monthly"
"2022-09-30","2022-09","monthly","corn","weather_anomaly","0.5173348065","1","2022-09-30","ok","corn_factors_monthly"
"2022-10-31","2022-10","monthly","corn","weather_anomaly","0.1783295132","1","2022-10-31","ok","corn_factors_monthly"
"2022-11-30","2022-11","monthly","corn","weather_anomaly","0.6456085252","1","2022-11-30","ok","corn_factors_monthly"
"2022-12-30","2022-12","monthly","corn","weather_anomaly","1.0784264927","1","2022-12-30","ok","corn_factors_monthly"
"2023-01-31","2023-01","monthly","corn","weather_anomaly","1.0252243619","1","2023-01-31","ok","corn_factors_monthly"
"2023-02-28","2023-02","monthly","corn","weather_anomaly","0.8976562174","1","2023-02-28","ok","corn_factors_monthly"
"2023-03-31","2023-03","monthly","corn","weather_anomaly","0.4888122209","1","2023-03-31","ok","corn_factors_monthly"
"2023-04-28","2023-04","monthly","corn","weather_anomaly","0.2244766464","1","2023-04-28","ok","corn_factors_monthly"
"2023-05-31","2023-05","monthly","corn","weather_anomaly","0.5296880873","1","2023-05-31","ok","corn_factors_monthly"
"2023-06-30","2023-06","monthly","corn","weather_anomaly","0.6276599591","1","2023-06-30","ok","corn_factors_monthly"
"2023-07-31","2023-07","monthly","corn","weather_anomaly","1.7056586614","1","2023-07-31","ok","corn_factors_monthly"
"2023-08-31","2023-08","monthly","corn","weather_anomaly","1.214073927","1","2023-08-31","ok","corn_factors_monthly"
"2023-09-28","2023-09","monthly","corn","weather_anomaly","0.5326615256","1","2023-09-28","ok","corn_factors_monthly"
"2023-10-31","2023-10","monthly","corn","weather_anomaly","0.426893048","1","2023-10-31","ok","corn_factors_monthly"
"2023-11-30","2023-11","monthly","corn","weather_anomaly","0.5790905031","1","2023-11-30","ok","corn_factors_monthly"
"2023-12-29","2023-12","monthly","corn","weather_anomaly","1.1308205143","1","2023-12-29","ok","corn_factors_monthly"
"2024-01-31","2024-01","monthly","corn","weather_anomaly","1.1362258983","1","2024-01-31","ok","corn_factors_monthly"
"2024-02-29","2024-02","monthly","corn","weather_anomaly","1.0542662977","1","2024-02-29","ok","corn_factors_monthly"
"2024-03-29","2024-03","monthly","corn","weather_anomaly","0.546005228","1","2024-03-29","ok","corn_factors_monthly"
"2024-04-30","2024-04","monthly","corn","weather_anomaly","0.3347827666","1","2024-04-30","ok","corn_factors_monthly"
"2024-05-31","2024-05","monthly","corn","weather_anomaly","0.5691860829","1","2024-05-31","ok","corn_factors_monthly"
"2024-06-28","2024-06","monthly","corn","weather_anomaly","0.9840302121","1","2024-06-28","ok","corn_factors_monthly"
"2024-07-31","2024-07","monthly","corn","weather_anomaly","1.8667994857","1","2024-07-31","ok","corn_factors_monthly"
"2024-08-30","2024-08","monthly","corn","weather_anomaly","1.082492668","1","2024-08-30","ok","corn_factors_monthly"
"2024-09-30","2024-09","monthly","corn","weather_anomaly","0.4277722139","1","2024-09-30","ok","corn_factors_monthly"
"2024-10-31","2024-10","monthly","corn","weather_anomaly","0.1708458747","1","2024-10-31","ok","corn_factors_monthly"
"2024-11-29","2024-11","monthly","corn","weather_anomaly","0.484034926","1","2024-11-29","ok","corn_factors_monthly"
"2024-12-31","2024-12","monthly","corn","weather_anomaly","1.0820834755","1","2024-12-31","ok","corn_factors_monthly"
"2025-01-27","2025-01","monthly","corn","weather_anomaly","1.0513809336","1","2025-01-27","ok","corn_factors_monthly"
"2025-02-28","2025-02","monthly","corn","weather_anomaly","0.9637982274","1","2025-02-28","ok","corn_factors_monthly"
"2025-03-31","2025-03","monthly","corn","weather_anomaly","0.5154609903","1","2025-03-31","ok","corn_factors_monthly"
"2025-04-30","2025-04","monthly","corn","weather_anomaly","0.16602265","1","2025-04-30","ok","corn_factors_monthly"
"2025-05-30","2025-05","monthly","corn","weather_anomaly","0.4288635487","1","2025-05-30","ok","corn_factors_monthly"
"2025-06-30","2025-06","monthly","corn","weather_anomaly","1.2171744439","1","2025-06-30","ok","corn_factors_monthly"
"2025-07-31","2025-07","monthly","corn","weather_anomaly","1.3403003344","1","2025-07-31","ok","corn_factors_monthly"
"2025-08-29","2025-08","monthly","corn","weather_anomaly","1.1486610196","1","2025-08-29","ok","corn_factors_monthly"
"2025-09-30","2025-09","monthly","corn","weather_anomaly","0.581369786","1","2025-09-30","ok","corn_factors_monthly"
"2025-10-31","2025-10","monthly","corn","weather_anomaly","0.4146658821","1","2025-10-31","ok","corn_factors_monthly"
"2025-11-28","2025-11","monthly","corn","weather_anomaly","0.6854515676","1","2025-11-28","ok","corn_factors_monthly"
"2025-12-31","2025-12","monthly","corn","weather_anomaly","1.0222041311","1","2025-12-31","ok","corn_factors_monthly"
"2026-01-30","2026-01","monthly","corn","weather_anomaly","1.1935722866","1","2026-01-30","ok","corn_factors_monthly"
"2026-02-27","2026-02","monthly","corn","weather_anomaly","0.9464307792","1","2026-02-27","ok","corn_factors_monthly"
"2026-03-31","2026-03","monthly","corn","weather_anomaly","0.5917224297","1","2026-03-31","ok","corn_factors_monthly"
"2026-04-30","2026-04","monthly","corn","weather_anomaly","0.1174679344","1","2026-04-30","ok","corn_factors_monthly"
"2026-05-29","2026-05","monthly","corn","weather_anomaly","0.5728124809","1","2026-05-29","ok","corn_factors_monthly"
"2026-06-26","2026-06","monthly","corn","weather_anomaly","1.0043421648","1","2026-06-26","ok","corn_factors_monthly"
"2016-07-01","2016-W26","weekly","corn","weather_anomaly","0","1","2016-07-01","partial_period","corn_factors_weekly"
"2016-07-08","2016-W27","weekly","corn","weather_anomaly","0","1","2016-07-08","ok","corn_factors_weekly"
"2016-07-15","2016-W28","weekly","corn","weather_anomaly","0","1","2016-07-15","ok","corn_factors_weekly"
"2016-07-22","2016-W29","weekly","corn","weather_anomaly","0","1","2016-07-22","ok","corn_factors_weekly"
"2016-07-29","2016-W30","weekly","corn","weather_anomaly","0","1","2016-07-29","ok","corn_factors_weekly"
"2016-08-05","2016-W31","weekly","corn","weather_anomaly","0","1","2016-08-05","ok","corn_factors_weekly"
"2016-08-12","2016-W32","weekly","corn","weather_anomaly","0","1","2016-08-12","ok","corn_factors_weekly"
"2016-08-19","2016-W33","weekly","corn","weather_anomaly","0","1","2016-08-19","ok","corn_factors_weekly"
"2016-08-26","2016-W34","weekly","corn","weather_anomaly","0","1","2016-08-26","ok","corn_factors_weekly"
"2016-09-02","2016-W35","weekly","corn","weather_anomaly","0","1","2016-09-02","ok","corn_factors_weekly"
"2016-09-09","2016-W36","weekly","corn","weather_anomaly","0","1","2016-09-09","ok","corn_factors_weekly"
"2016-09-14","2016-W37","weekly","corn","weather_anomaly","0","1","2016-09-14","ok","corn_factors_weekly"
"2016-09-23","2016-W38","weekly","corn","weather_anomaly","1.4455869692","1","2016-09-23","ok","corn_factors_weekly"
"2016-09-30","2016-W39","weekly","corn","weather_anomaly","1.7935687585","1","2016-09-30","ok","corn_factors_weekly"
"2016-10-14","2016-W41","weekly","corn","weather_anomaly","2.2420038031","1","2016-10-14","ok","corn_factors_weekly"
"2016-10-21","2016-W42","weekly","corn","weather_anomaly","1.7584003221","1","2016-10-21","ok","corn_factors_weekly"
"2016-10-28","2016-W43","weekly","corn","weather_anomaly","1.7106382037","1","2016-10-28","ok","corn_factors_weekly"
"2016-11-04","2016-W44","weekly","corn","weather_anomaly","1.7957467004","1","2016-11-04","ok","corn_factors_weekly"
"2016-11-11","2016-W45","weekly","corn","weather_anomaly","1.35734488","1","2016-11-11","ok","corn_factors_weekly"
"2016-11-18","2016-W46","weekly","corn","weather_anomaly","1.4206776796","1","2016-11-18","ok","corn_factors_weekly"
"2016-11-25","2016-W47","weekly","corn","weather_anomaly","1.6391865121","1","2016-11-25","ok","corn_factors_weekly"
"2016-12-02","2016-W48","weekly","corn","weather_anomaly","1.0861539432","1","2016-12-02","ok","corn_factors_weekly"
"2016-12-09","2016-W49","weekly","corn","weather_anomaly","1.3137783269","1","2016-12-09","ok","corn_factors_weekly"
"2016-12-16","2016-W50","weekly","corn","weather_anomaly","1.3149226168","1","2016-12-16","ok","corn_factors_weekly"
"2016-12-23","2016-W51","weekly","corn","weather_anomaly","0.9864984613","1","2016-12-23","ok","corn_factors_weekly"
"2016-12-30","2016-W52","weekly","corn","weather_anomaly","1.2453964564","1","2016-12-30","ok","corn_factors_weekly"
"2017-01-06","2017-W01","weekly","corn","weather_anomaly","1.0407456875","1","2017-01-06","ok","corn_factors_weekly"
"2017-01-13","2017-W02","weekly","corn","weather_anomaly","1.1320628717","1","2017-01-13","ok","corn_factors_weekly"
"2017-01-20","2017-W03","weekly","corn","weather_anomaly","0.9789132843","1","2017-01-20","ok","corn_factors_weekly"
"2017-01-26","2017-W04","weekly","corn","weather_anomaly","0.8640684944","1","2017-01-26","ok","corn_factors_weekly"
"2017-02-03","2017-W05","weekly","corn","weather_anomaly","0.7518322292","1","2017-02-03","ok","corn_factors_weekly"
"2017-02-10","2017-W06","weekly","corn","weather_anomaly","0.823104083","1","2017-02-10","ok","corn_factors_weekly"
"2017-02-17","2017-W07","weekly","corn","weather_anomaly","0.6693271464","1","2017-02-17","ok","corn_factors_weekly"
"2017-02-24","2017-W08","weekly","corn","weather_anomaly","0.5520430471","1","2017-02-24","ok","corn_factors_weekly"
"2017-03-03","2017-W09","weekly","corn","weather_anomaly","0.548552076","1","2017-03-03","ok","corn_factors_weekly"
"2017-03-10","2017-W10","weekly","corn","weather_anomaly","0.5237138645","1","2017-03-10","ok","corn_factors_weekly"
"2017-03-17","2017-W11","weekly","corn","weather_anomaly","0.3333653967","1","2017-03-17","ok","corn_factors_weekly"
"2017-03-24","2017-W12","weekly","corn","weather_anomaly","0.3245128693","1","2017-03-24","ok","corn_factors_weekly"
"2017-03-31","2017-W13","weekly","corn","weather_anomaly","0.3026117175","1","2017-03-31","ok","corn_factors_weekly"
"2017-04-07","2017-W14","weekly","corn","weather_anomaly","0.3684776027","1","2017-04-07","ok","corn_factors_weekly"
"2017-04-14","2017-W15","weekly","corn","weather_anomaly","0.4213725027","1","2017-04-14","ok","corn_factors_weekly"
"2017-04-21","2017-W16","weekly","corn","weather_anomaly","0.3070255677","1","2017-04-21","ok","corn_factors_weekly"
"2017-04-28","2017-W17","weekly","corn","weather_anomaly","0.4191849757","1","2017-04-28","ok","corn_factors_weekly"
"2017-05-05","2017-W18","weekly","corn","weather_anomaly","0.4865120603","1","2017-05-05","ok","corn_factors_weekly"
"2017-05-12","2017-W19","weekly","corn","weather_anomaly","0.612873881","1","2017-05-12","ok","corn_factors_weekly"
"2017-05-19","2017-W20","weekly","corn","weather_anomaly","0.809244602","1","2017-05-19","ok","corn_factors_weekly"
"2017-05-26","2017-W21","weekly","corn","weather_anomaly","0.8103242348","1","2017-05-26","ok","corn_factors_weekly"
"2017-06-02","2017-W22","weekly","corn","weather_anomaly","0.5350379319","1","2017-06-02","ok","corn_factors_weekly"
"2017-06-09","2017-W23","weekly","corn","weather_anomaly","0.5850302578","1","2017-06-09","ok","corn_factors_weekly"
"2017-06-16","2017-W24","weekly","corn","weather_anomaly","0.8278445484","1","2017-06-16","ok","corn_factors_weekly"
"2017-06-23","2017-W25","weekly","corn","weather_anomaly","1.0348835706","1","2017-06-23","ok","corn_factors_weekly"
"2017-06-30","2017-W26","weekly","corn","weather_anomaly","0.7115923921","1","2017-06-30","ok","corn_factors_weekly"
"2017-07-07","2017-W27","weekly","corn","weather_anomaly","0.9266100903","1","2017-07-07","ok","corn_factors_weekly"
"2017-07-14","2017-W28","weekly","corn","weather_anomaly","1.3367335277","1","2017-07-14","ok","corn_factors_weekly"
"2017-07-21","2017-W29","weekly","corn","weather_anomaly","1.4257529837","1","2017-07-21","ok","corn_factors_weekly"
"2017-07-28","2017-W30","weekly","corn","weather_anomaly","0.5203701638","1","2017-07-28","ok","corn_factors_weekly"
"2017-08-04","2017-W31","weekly","corn","weather_anomaly","4.2898579846","1","2017-08-04","ok","corn_factors_weekly"
"2017-08-11","2017-W32","weekly","corn","weather_anomaly","1.4729994641","1","2017-08-11","ok","corn_factors_weekly"
"2017-08-18","2017-W33","weekly","corn","weather_anomaly","0.6753608147","1","2017-08-18","ok","corn_factors_weekly"
"2017-08-25","2017-W34","weekly","corn","weather_anomaly","0.7186667147","1","2017-08-25","ok","corn_factors_weekly"
"2017-09-01","2017-W35","weekly","corn","weather_anomaly","0.4619544254","1","2017-09-01","ok","corn_factors_weekly"
"2017-09-08","2017-W36","weekly","corn","weather_anomaly","0.4080850358","1","2017-09-08","ok","corn_factors_weekly"
"2017-09-15","2017-W37","weekly","corn","weather_anomaly","0.4331463952","1","2017-09-15","ok","corn_factors_weekly"
"2017-09-22","2017-W38","weekly","corn","weather_anomaly","0.3393138684","1","2017-09-22","ok","corn_factors_weekly"
"2017-09-29","2017-W39","weekly","corn","weather_anomaly","0.2734352059","1","2017-09-29","ok","corn_factors_weekly"
"2017-10-13","2017-W41","weekly","corn","weather_anomaly","0.371303802","1","2017-10-13","ok","corn_factors_weekly"
"2017-10-20","2017-W42","weekly","corn","weather_anomaly","0.419332381","1","2017-10-20","ok","corn_factors_weekly"
"2017-10-27","2017-W43","weekly","corn","weather_anomaly","0.3945309511","1","2017-10-27","ok","corn_factors_weekly"
"2017-11-03","2017-W44","weekly","corn","weather_anomaly","0.5434322238","1","2017-11-03","ok","corn_factors_weekly"
"2017-11-10","2017-W45","weekly","corn","weather_anomaly","0.3754939638","1","2017-11-10","ok","corn_factors_weekly"
"2017-11-17","2017-W46","weekly","corn","weather_anomaly","0.7636087212","1","2017-11-17","ok","corn_factors_weekly"
"2017-11-24","2017-W47","weekly","corn","weather_anomaly","0.8770160916","1","2017-11-24","ok","corn_factors_weekly"
"2017-12-01","2017-W48","weekly","corn","weather_anomaly","0.945903227","1","2017-12-01","ok","corn_factors_weekly"
"2017-12-08","2017-W49","weekly","corn","weather_anomaly","1.0276828153","1","2017-12-08","ok","corn_factors_weekly"
"2017-12-15","2017-W50","weekly","corn","weather_anomaly","1.1297230529","1","2017-12-15","ok","corn_factors_weekly"
"2017-12-22","2017-W51","weekly","corn","weather_anomaly","0.9547053489","1","2017-12-22","ok","corn_factors_weekly"
"2017-12-29","2017-W52","weekly","corn","weather_anomaly","1.0897055766","1","2017-12-29","ok","corn_factors_weekly"
"2018-01-05","2018-W01","weekly","corn","weather_anomaly","1.007461948","1","2018-01-05","ok","corn_factors_weekly"
"2018-01-12","2018-W02","weekly","corn","weather_anomaly","0.9103888211","1","2018-01-12","ok","corn_factors_weekly"
"2018-01-19","2018-W03","weekly","corn","weather_anomaly","0.8532202625","1","2018-01-19","ok","corn_factors_weekly"
"2018-01-26","2018-W04","weekly","corn","weather_anomaly","1.289506497","1","2018-01-26","ok","corn_factors_weekly"
"2018-02-02","2018-W05","weekly","corn","weather_anomaly","0.9806125562","1","2018-02-02","ok","corn_factors_weekly"
"2018-02-09","2018-W06","weekly","corn","weather_anomaly","0.9426222808","1","2018-02-09","ok","corn_factors_weekly"
"2018-02-14","2018-W07","weekly","corn","weather_anomaly","0.871881237","1","2018-02-14","ok","corn_factors_weekly"
"2018-02-23","2018-W08","weekly","corn","weather_anomaly","0.7346176955","1","2018-02-23","ok","corn_factors_weekly"
"2018-03-02","2018-W09","weekly","corn","weather_anomaly","0.493525692","1","2018-03-02","ok","corn_factors_weekly"
"2018-03-09","2018-W10","weekly","corn","weather_anomaly","0.7589884067","1","2018-03-09","ok","corn_factors_weekly"
"2018-03-16","2018-W11","weekly","corn","weather_anomaly","0.3093736949","1","2018-03-16","ok","corn_factors_weekly"
"2018-03-23","2018-W12","weekly","corn","weather_anomaly","0.3918680674","1","2018-03-23","ok","corn_factors_weekly"
"2018-03-30","2018-W13","weekly","corn","weather_anomaly","0.3668066485","1","2018-03-30","ok","corn_factors_weekly"
"2018-04-04","2018-W14","weekly","corn","weather_anomaly","0.2596587757","1","2018-04-04","ok","corn_factors_weekly"
"2018-04-13","2018-W15","weekly","corn","weather_anomaly","0.1287677244","1","2018-04-13","ok","corn_factors_weekly"
"2018-04-20","2018-W16","weekly","corn","weather_anomaly","0.4946980109","1","2018-04-20","ok","corn_factors_weekly"
"2018-04-27","2018-W17","weekly","corn","weather_anomaly","0.5336969761","1","2018-04-27","ok","corn_factors_weekly"
"2018-05-04","2018-W18","weekly","corn","weather_anomaly","0.4669932961","1","2018-05-04","ok","corn_factors_weekly"
"2018-05-11","2018-W19","weekly","corn","weather_anomaly","0.584946915","1","2018-05-11","ok","corn_factors_weekly"
"2018-05-18","2018-W20","weekly","corn","weather_anomaly","0.6632413353","1","2018-05-18","ok","corn_factors_weekly"
"2018-05-25","2018-W21","weekly","corn","weather_anomaly","0.4718946349","1","2018-05-25","ok","corn_factors_weekly"
"2018-06-01","2018-W22","weekly","corn","weather_anomaly","0.8473029575","1","2018-06-01","ok","corn_factors_weekly"
"2018-06-08","2018-W23","weekly","corn","weather_anomaly","0.6101113524","1","2018-06-08","ok","corn_factors_weekly"
"2018-06-15","2018-W24","weekly","corn","weather_anomaly","1.3356022191","1","2018-06-15","ok","corn_factors_weekly"
"2018-06-22","2018-W25","weekly","corn","weather_anomaly","0.690445713","1","2018-06-22","ok","corn_factors_weekly"
"2018-06-29","2018-W26","weekly","corn","weather_anomaly","1.7092057689","1","2018-06-29","ok","corn_factors_weekly"
"2018-07-06","2018-W27","weekly","corn","weather_anomaly","0.9029977647","1","2018-07-06","ok","corn_factors_weekly"
"2018-07-13","2018-W28","weekly","corn","weather_anomaly","0.9959165012","1","2018-07-13","ok","corn_factors_weekly"
"2018-07-20","2018-W29","weekly","corn","weather_anomaly","1.7253919164","1","2018-07-20","ok","corn_factors_weekly"
"2018-07-27","2018-W30","weekly","corn","weather_anomaly","1.5663400699","1","2018-07-27","ok","corn_factors_weekly"
"2018-08-03","2018-W31","weekly","corn","weather_anomaly","0.8426031341","1","2018-08-03","ok","corn_factors_weekly"
"2018-08-10","2018-W32","weekly","corn","weather_anomaly","0.685926223","1","2018-08-10","ok","corn_factors_weekly"
"2018-08-17","2018-W33","weekly","corn","weather_anomaly","1.3835602641","1","2018-08-17","ok","corn_factors_weekly"
"2018-08-24","2018-W34","weekly","corn","weather_anomaly","1.0299835274","1","2018-08-24","ok","corn_factors_weekly"
"2018-08-31","2018-W35","weekly","corn","weather_anomaly","1.6150848361","1","2018-08-31","ok","corn_factors_weekly"
"2018-09-07","2018-W36","weekly","corn","weather_anomaly","0.5319478765","1","2018-09-07","ok","corn_factors_weekly"
"2018-09-14","2018-W37","weekly","corn","weather_anomaly","0.4941796371","1","2018-09-14","ok","corn_factors_weekly"
"2018-09-21","2018-W38","weekly","corn","weather_anomaly","0.3485265625","1","2018-09-21","ok","corn_factors_weekly"
"2018-09-28","2018-W39","weekly","corn","weather_anomaly","0.3547781858","1","2018-09-28","ok","corn_factors_weekly"
"2018-10-12","2018-W41","weekly","corn","weather_anomaly","0.245051727","1","2018-10-12","ok","corn_factors_weekly"
"2018-10-19","2018-W42","weekly","corn","weather_anomaly","0.3864042533","1","2018-10-19","ok","corn_factors_weekly"
